"GSM60733.CEL.gz","GSM60734.CEL.gz","GSM60735.CEL.gz","GSM60736.CEL.gz","GSM60737.CEL.gz","GSM60738.CEL.gz","GSM60739.CEL.gz","GSM60740.CEL.gz","GSM60741.CEL.gz","GSM60742.CEL.gz","GSM60743.CEL.gz","GSM60744.CEL.gz","GSM60745.CEL.gz","GSM60746.CEL.gz","GSM60747.CEL.gz","GSM60748.CEL.gz","GSM60749.CEL.gz","GSM60750.CEL.gz","GSM60751.CEL.gz","GSM60752.CEL.gz","GSM60753.CEL.gz","GSM60754.CEL.gz","GSM60755.CEL.gz","GSM60756.CEL.gz","GSM60757.CEL.gz","GSM60758.CEL.gz","GSM60759.CEL.gz","GSM60760.CEL.gz","GSM60761.CEL.gz","GSM60762.CEL.gz","GSM60763.CEL.gz","GSM60764.CEL.gz","GSM60765.CEL.gz","GSM60766.CEL.gz"
"19687",3.027462017,2.986798851,2.73077954,2.997190444,2.812063605,2.614243833,2.72301458,2.862781147,2.997336473,2.772978602,2.772203903,3.041273907,3.229887304,3.190232381,3.385390696,3.260302066,2.988658259,3.16879211,3.0341267,2.97679908,3.414076317,3.551764737,3.214868468,3.200000512,2.878640441,3.01007109,2.894110917,3.097903636,2.864328613,2.88245702,2.985963881,2.820494613,3.149988969,2.856740415
"20313",3.133185256,2.828642097,3.020098367,3.430617216,2.752193847,3.307049692,2.636329101,2.983828552,3.060331539,2.995835235,3.184550984,2.883988745,3.573782896,3.191623669,2.960303915,3.063400258,3.192460542,3.091037677,2.821368855,2.829091112,3.096345327,2.974740398,3.246564987,2.923911535,3.104549156,2.812958065,2.873384661,2.951053155,3.092580403,2.873333706,2.95244383,3.1517765,2.629598643,2.771475785
"48993",2.96963484,2.937285858,2.989125119,3.086979945,2.967633667,2.661388776,2.999150875,3.017314392,2.992804226,2.913206733,3.006444947,2.748502227,2.96232719,3.063552436,3.347722148,3.317138847,2.975005757,3.012499927,3.007663008,3.065920504,3.248717741,3.209653275,3.274892936,2.975829994,3.021453951,2.815847835,3.009737762,3.115501433,2.942753507,3.057871287,2.981271331,2.935125876,2.898290197,2.87595143
"14670",2.693671638,2.978011024,2.791275458,3.073504632,2.924147793,2.944610849,2.836761575,2.872226292,2.743376527,2.828447888,2.926477306,3.100290407,3.528071177,3.159898557,3.053328069,2.952726523,3.658048687,3.038286006,3.276183019,2.955914623,3.204280677,3.292134397,3.104068877,2.88782104,2.904661218,2.938608766,2.890095806,2.998467824,2.927024369,2.929323565,2.916696506,2.958147112,2.954801789,3.182608125
"26183",2.839090675,2.820160989,3.563814752,2.845059304,3.785342559,3.056869646,3.233108964,2.750336064,3.268967677,2.939679137,3.240311535,2.922565002,2.669098567,2.99212404,2.68040209,2.690640895,2.625849659,2.818565151,2.935757101,2.784307344,2.729218359,2.757124772,2.790313365,2.653685847,2.940991407,3.588966623,2.911901894,2.969801042,3.668451508,3.457084173,3.229157736,3.145795874,3.020615947,3.107098901
"28491",3.047975103,2.96457881,3.09136942,3.237820884,3.210980401,2.901393017,3.006922809,2.882396883,3.044213951,2.846620704,3.001025028,2.848772196,3.070992878,3.178935117,2.991785169,2.915192952,2.790663862,3.510693715,2.884412187,3.211086342,2.946761444,2.779724081,2.936536353,3.340843499,3.272270734,2.720153762,3.149836255,3.02536578,2.818307509,3.138014304,2.939862124,2.935142968,2.994471307,2.797880216
"7672",3.100302334,2.87965889,2.878208812,3.099583807,3.03266588,3.010752752,2.815581551,2.997222436,2.77400317,2.952943449,2.613579927,3.027245505,3.174692906,2.731314096,2.93178327,2.79724484,3.649460473,3.132195827,3.079056333,2.951989137,3.01350302,3.257446968,3.001589896,3.109981581,2.970131871,2.97153601,2.955347885,3.172182997,3.079331466,3.319068457,2.748832611,3.040885886,3.089209462,3.081727892
"10928",2.902558082,2.877797075,3.090075346,3.024414453,3.201172775,2.759292062,2.995497499,2.803930766,3.085632573,2.698705297,2.976835822,2.700890091,3.353591324,3.130414489,3.041355016,2.699472863,3.287601574,2.944353504,2.981091285,2.898873564,2.992600681,2.771968694,3.02026264,2.984925882,2.995962825,3.310377552,2.791488104,3.044473289,3.410611584,3.504290219,3.075241559,2.90743863,3.032399083,3.170990888
"19291",2.959547915,2.95599982,2.801519844,3.050805016,2.89882782,2.990862391,2.964792716,2.874683189,2.998592411,2.784042552,2.850310329,3.168033326,2.934887612,2.924239761,2.779410997,2.904153637,3.134854044,3.193003079,3.134187261,2.944899979,2.988778584,3.074253055,3.07005985,2.837297555,3.056244125,3.224281597,2.991303791,3.102596456,3.093934827,3.152769266,3.129693403,3.243581026,3.128136607,3.126029298
"26416",2.798448362,3.814582411,3.42216576,2.928377923,3.152550366,3.47930597,3.162683189,3.755176646,3.384350261,3.712004301,3.436987406,3.06395432,2.772880556,2.808913639,2.917963758,2.612683586,2.750770867,2.996521813,2.611027551,2.417703237,2.700285627,2.579652483,2.748650371,3.001154344,2.734861406,2.931609292,2.509606765,3.472407921,2.716089674,2.756811449,3.17833915,3.151601548,3.038940227,2.964205857
"17574",3.192704003,2.901575155,2.954852039,2.978280164,3.079042174,2.752185054,2.793817773,2.944955943,2.931186702,2.745673993,2.585905848,3.310506516,2.907608454,3.007793162,2.978487716,2.854302388,3.143934896,3.279935664,3.170708198,3.202956646,3.162492214,3.131708045,3.130379442,3.174430406,3.100407369,2.993548606,3.148229697,2.664940223,3.06470811,3.137979208,2.921159832,3.161074298,2.808961784,3.216958972
"24741",3.301178015,3.756758772,4.078089247,3.090630398,3.793202034,3.202877766,2.99815761,3.625766773,3.394469293,3.778310919,3.226110174,2.817647177,2.175146839,2.496790254,2.627868807,2.469348501,2.323296754,2.583250729,2.523517503,2.727972199,2.66473525,2.484863913,2.650923795,3.119834677,2.905039622,2.945716106,2.857718812,3.170169323,3.047462095,3.045940298,3.254797753,3.041486565,3.214098662,3.146669183
"28559",3.061143621,2.957367672,3.082826302,2.968632361,2.990411955,3.003353472,2.797995741,2.815073982,3.062941673,2.968749086,3.083339505,3.097171129,2.96286375,3.072195988,2.883136762,2.935622589,3.155269292,3.173926718,2.987104816,3.130200739,3.057870811,2.909813439,3.017168291,3.019207138,3.106462212,3.173696221,3.102060109,3.103784279,2.940110089,3.099203397,2.966406114,3.057970752,3.127800023,2.678565725
"24819",3.250014937,3.911678674,3.261354199,3.179297977,3.620361629,3.187774316,3.081185622,4.283592259,3.402609471,3.944243004,2.623966252,2.904967824,2.312119564,2.527023736,2.616538292,2.748935122,2.525589662,2.824217238,2.782314737,2.689799936,2.84217199,2.315955107,2.667327493,2.886876765,2.88887331,2.554032938,2.614286546,3.272565339,2.976625815,2.957841296,3.317833499,3.588847326,2.978651525,3.013255499
"44169",3.002043684,3.286847718,3.044313851,3.055361821,3.02230673,3.018006023,2.919499566,3.295639184,3.055479488,3.23628224,3.0706017,3.0044206,2.832556248,2.817068616,2.897897775,2.929838538,2.962477185,2.917160309,3.011987971,3.032879938,3.086232832,2.967464817,3.09923178,2.814795638,3.229634396,2.964770878,2.801064469,3.38317624,2.786620463,2.974311566,3.113579914,2.967654847,2.980048404,2.984169923
"23198",3.252701112,3.072196643,2.832184187,3.012276984,2.854080866,3.323609292,2.900313958,3.100383179,2.621749175,3.151210416,2.714459905,3.444169354,3.160664675,3.369925093,3.128034827,2.969487205,3.280920747,3.322508178,3.173050809,3.11220928,3.168639173,3.283353592,3.109988335,3.26765607,2.941232434,2.71317605,2.616603593,2.649790537,2.872364467,2.726516747,3.00685738,2.97854147,2.678333321,2.756840752
"7193",3.671589198,3.08465769,2.831687271,3.262489962,2.89106279,3.015925983,2.918044809,3.226883246,2.732054131,3.293244297,2.867947686,3.312890297,2.686516825,2.900615241,2.834041606,2.768648846,2.733156631,3.036021499,2.852791193,2.882712049,2.697818086,2.812884452,2.886105999,4.030717944,3.082583964,3.266017321,2.911240548,3.04974242,2.917362233,3.004351958,3.195660789,2.894177113,2.971178797,3.045539339
"20250",2.709058019,2.93789267,2.88579377,2.570508832,2.869751356,2.911321032,2.987848048,2.586800712,2.901703554,2.925545135,2.979372562,3.208359237,3.238627566,3.436471359,3.320894825,3.068930756,3.432661424,3.082180744,2.998497901,3.172656186,2.993724059,3.387167615,3.481255114,2.981463605,2.952449573,2.992884723,2.83615494,2.806180783,3.182048408,2.898343055,2.950715583,3.28612562,2.702512184,2.939263924
"25633",2.801386096,2.899060915,2.824935812,3.106672641,2.814867133,3.069072973,2.949339033,2.659158978,2.877408638,2.647308839,2.94269411,3.070518925,3.016842668,3.381937891,3.242629925,2.987993379,3.224063068,3.06062794,3.087411449,3.000968032,3.194309161,3.020377678,3.511605876,3.08257094,2.984817622,3.063207086,2.954011925,3.134761823,3.008568297,2.95583045,3.104729699,2.938708899,2.952550792,3.075009252
"14900",3.056497354,2.790863747,3.005157211,3.154421429,3.025353282,2.95553786,2.943209807,2.916366921,2.809322298,2.789985079,2.778166983,3.600783161,4.002794285,3.043509914,2.83468297,2.887682873,3.335519484,2.864951593,3.018263734,3.234833571,3.177213936,2.933132835,3.030098507,3.073978782,2.818431645,3.189461966,2.909140036,2.877297169,3.072999627,2.890950212,2.751674496,2.915268308,2.877297169,3.118741394
"18908",2.992770986,2.853537721,2.998596537,3.048933341,2.95770533,2.999195498,3.184962767,2.932866252,2.942753507,2.919129733,3.144722325,3.028726298,2.97153601,2.635568609,3.114890146,2.901638497,2.772157082,3.067879343,2.954671701,2.894328187,3.161238953,3.082981781,2.919001395,3.023012422,3.150540478,3.114376263,3.263047626,2.985665842,2.91954209,3.073547983,3.346133102,3.080065661,3.37093787,2.89385019
"37272",2.979893901,3.026518471,2.864967087,3.178945515,3.155554496,3.239661396,3.179313583,2.666060217,2.951005095,2.988999014,2.995353815,3.233985308,3.059053045,3.004702479,3.485503405,3.243754061,2.790161587,2.868487605,2.831463429,3.327851687,3.239531124,3.24435643,3.07399338,3.12819609,2.918386652,2.827820602,2.585341536,3.200270484,2.918532722,2.901312498,2.718947267,3.02265093,2.957751327,2.903765998
"28701",2.986512965,3.024654902,2.857463706,3.208188946,2.905225483,2.882532195,2.939435809,2.784563838,2.960288377,2.738221391,3.019412539,3.275911568,3.041197709,3.092281684,2.972649387,2.952994476,3.144421659,3.054301696,3.138820764,3.078577347,3.136221543,3.117566753,3.182073081,3.19237373,2.895937725,3.053186098,2.97142149,2.793546451,3.127399416,2.84725181,2.982189149,3.153415932,3.218133744,2.984221795
"24039",2.789846416,2.959287501,2.969407099,3.189685925,2.988894031,3.271188062,2.99256129,2.949888666,2.966978872,2.957513503,2.867108897,3.165327785,3.254362047,3.007200739,3.236998941,2.806878528,3.003556483,3.300476329,3.061349252,3.088400374,2.951861084,3.315489857,2.966125469,3.215082685,2.759657125,3.183991622,2.99818987,2.706889999,2.901757373,2.872552413,2.910579243,3.055916956,2.98017456,3.074442818
"24077",2.957672285,2.904025793,3.179019977,3.133715685,3.038153505,3.094341928,2.959141637,3.295181047,2.995425549,3.02385084,2.915449831,2.731629109,2.977404155,2.951747073,3.055459113,2.973034541,2.810574936,2.963117542,3.089367373,3.061148657,3.387685216,2.975287958,2.98630999,2.78819474,3.173293738,2.991352161,2.920380707,2.888479989,3.098418177,3.057942123,3.045437454,3.089427777,3.215617479,2.997923626
"15467",2.894633909,2.87134798,2.712368282,2.997393098,2.804901967,2.93992794,2.867343563,2.833945756,2.905741608,2.994317812,2.771641676,3.113225473,3.366944822,2.960570963,3.160870751,2.882468681,3.212409866,3.310335763,3.253222481,2.999488432,3.447332416,3.315500999,3.228116337,2.92480791,3.133784963,3.071636603,2.898234241,2.963578891,3.019652993,2.827497684,3.091360032,3.150117142,3.042479966,2.767473866
"9408",3.204621674,4.149503502,3.56595856,3.206127462,4.177148447,2.791744599,3.104261554,4.124793661,2.857236613,4.158278567,2.818445071,2.99796086,2.434009672,2.349602818,2.415032365,2.720537668,2.363500213,2.683711205,2.399721363,2.466261858,2.41968497,2.310297165,2.537063778,3.183876406,2.8812618,2.986060074,2.802231418,3.248717514,2.974453334,3.026981978,3.076134563,3.451706007,3.516633598,3.337327023
"30760",2.843143696,2.91515569,3.063931674,2.749470967,3.151873371,3.127517503,3.162242644,2.783280388,3.290967026,2.887054769,3.222347184,3.132682279,3.069350088,2.725972262,2.860161461,3.047049882,2.701851596,3.237665031,3.002164056,2.820988224,2.950471699,2.983625365,3.123226216,2.798554021,3.116219751,2.957177648,3.113612694,3.009733857,3.146949879,3.027253905,3.214528045,3.085086464,3.459767457,2.965465168
"32421|32421",2.939670341,3.135803535,2.998435767,3.149820952,3.440884458,2.938929418,2.821076018,3.249801347,3.139309921,3.064479752,3.085027312,2.739265687,2.79777692,2.868427329,2.671843501,2.918273469,2.904856504,2.927637251,2.587403586,2.918891363,2.749282381,2.740499601,2.92354688,2.832823721,3.287438353,3.160156829,3.027796137,3.325803773,3.261296743,3.241235805,3.410583323,3.351417686,3.06734659,3.145281318
"26074",2.909169288,2.761320186,2.745232247,2.922617194,2.833674658,2.92301285,2.947137866,2.990377251,2.839054267,2.813306286,2.825650669,2.657353127,3.20405702,2.91673838,3.421183605,3.177576942,3.316636645,2.994113492,3.332551482,3.133546933,3.064030649,3.239637569,3.369070072,2.863357327,2.955548049,3.277377782,2.916017181,3.308922659,3.234597979,2.88245702,2.983377716,2.93198773,2.906474822,3.226635169
"22977",3.163193864,2.972146672,2.796026492,3.10343876,3.005811458,3.095561509,2.997631465,2.987318051,2.94391435,2.985800338,3.013404927,2.739265687,3.220983117,3.127260013,3.08509499,3.331510726,3.17137358,3.023824263,2.980775845,3.143455788,3.160934142,3.138211172,2.917447226,3.003895146,2.870829523,3.06298193,3.150898268,2.912295417,2.985681769,3.098994155,2.990229128,2.922926003,2.773796388,2.956396113
"11816",3.025495691,2.815456593,2.925732332,2.989823419,2.695409437,3.062533723,2.894897027,2.727714682,2.831086604,2.715526738,3.007594342,2.938529243,3.512237674,3.200704629,2.995658616,2.976497365,2.841460671,3.194670287,3.097118548,3.401434742,3.106546642,3.288048502,3.07399338,2.94386608,3.107255634,3.068900317,3.18398991,2.845679927,3.197878994,2.96826143,2.981455937,3.121529599,3.114044798,2.995821802
"32360|27892",2.90879629,2.912934809,2.927353347,2.867092935,2.941904722,3.31788418,2.898742239,2.996758713,2.994681795,3.158322791,2.912434646,3.574914547,3.072819665,3.101043959,3.135321047,3.076319773,3.154449535,3.294701984,3.233646761,2.946728292,2.864845081,3.016516412,3.143384178,3.359969661,2.892464088,2.926557515,2.939323558,2.870167956,2.78319694,2.843994348,2.940375152,2.97854147,2.899547184,2.982875672
"13585",3.233778991,2.569919991,2.981255654,3.037184899,3.104094679,2.584871796,2.942205466,2.620835533,2.954566513,2.633455998,2.933514904,2.901221966,3.059766436,3.452376639,3.328472499,3.04833074,3.350255866,2.812755223,3.581173381,3.637792943,3.220480945,3.941568429,2.842333002,2.842199705,2.870700639,2.709382079,2.82570637,3.036856158,2.92018531,3.019179148,3.019599292,2.911326972,2.929972829,3.016276159
"25077",2.706264343,2.88245702,3.068632669,2.681083284,3.39397894,2.996390525,3.092066784,2.758286181,3.801879657,2.706835813,3.284183009,2.952192702,3.043198301,3.347196581,2.779485045,3.200141449,3.627827912,3.136973143,3.024009754,2.986233377,2.893328494,3.03989737,3.162908814,2.609273648,2.846898462,3.137288346,3.102028624,3.099457772,2.985221848,2.957382393,2.897555344,2.811301237,2.924766701,2.965465168
"20310",2.775110594,2.899852452,2.917287493,2.931607025,2.900617308,2.986194889,2.91489667,2.766861216,3.024000196,3.084613907,2.943957579,3.034092527,3.140622983,3.113677915,3.205634768,2.973047681,3.184644126,2.983621848,3.003329443,2.953388937,3.090912247,3.267132603,3.154455732,3.16148902,3.083734044,3.106362303,3.228558329,2.918504972,2.948345267,3.178945515,3.042712422,3.165763139,2.816740417,3.004898904
"29788",3.074580902,2.991201814,3.104179157,3.178202022,2.911009468,2.871282018,3.040112262,2.910285324,3.00316965,2.950466815,2.937649613,3.068577391,2.866082282,2.929288684,3.022854988,3.426914058,3.314419859,2.946357975,3.07154885,3.063982483,3.374538257,3.226949687,3.039658674,2.847252786,3.002022659,3.013025492,2.950558361,2.892831008,2.880418449,2.982696173,2.814095176,3.158667325,3.124709611,2.927381633
"2977",2.921665025,2.988348455,2.951710732,3.366622791,3.110150445,2.976951181,2.786267417,2.965119639,2.899852452,2.984892558,2.673531212,2.998884185,3.49090088,3.144299471,2.973261058,3.122165163,2.590475235,3.008117091,2.971113673,3.14831071,2.906134879,3.169772468,2.811896295,3.044071849,3.052059884,3.117538134,2.957883632,3.277105939,3.005728355,2.934401098,3.30406924,2.991807352,3.185944111,3.09602373
"35",3.136439691,3.540671994,3.234219457,2.679309895,3.629467175,2.750253079,3.232033473,3.425283387,3.146524077,3.411050638,3.09698953,3.105589122,2.663237082,2.693267506,2.591512394,2.780637851,2.922639151,2.919264314,3.027310124,3.024722436,2.781010057,3.260773168,2.754353558,2.700926084,3.217012546,2.766599352,3.011722794,2.981605338,3.63847128,3.187759659,3.064372576,2.888393242,2.90546111,2.796333518
"17265",2.898501791,2.991533205,3.008362274,3.046487616,2.676807073,2.904213022,2.827837355,3.038816571,3.055910468,2.90130144,3.103524018,3.126143562,2.841768677,2.860756162,3.06834913,2.973034541,3.234154575,3.195032642,3.00618529,3.061782492,3.151782199,3.478729289,3.39319077,3.055686129,2.969948472,3.168191522,2.738332362,3.030465157,3.01170428,3.152876265,3.118681143,3.008754996,3.165104463,2.741912044
"21088",3.119338877,2.980874353,3.169700145,2.896145383,3.080836153,2.865770737,3.103050726,3.001643256,3.071685809,2.807301519,2.903805806,2.871484578,2.839875509,2.957329126,3.053275129,3.085173493,3.056334068,3.079947793,3.073748338,3.093501301,3.05469189,3.08026133,2.936519617,3.135444341,2.912531816,3.081988609,3.297694108,2.950948127,3.014302952,3.126472691,3.237157349,2.915346107,2.942750208,3.232944997
"13315",3.05618028,2.968377497,3.356986154,2.760726953,3.132072597,3.059207275,2.957926238,2.760148713,3.104739956,3.189923773,3.00392337,2.75267583,2.943092262,3.037679656,3.174588668,3.039125395,2.93030076,2.997116487,3.076223151,3.323156505,3.337583231,3.048475238,2.892845452,3.040045448,3.252851853,3.194503913,3.153902666,2.89103404,3.227686971,2.947597043,2.860336414,2.881492117,2.95202367,2.730251881
"49638",3.125953596,2.968257435,2.759983887,2.902338286,2.761320186,3.066368195,2.924710351,3.009568094,2.99952364,2.895054632,2.822519504,3.34615349,3.247508602,3.281579678,2.892838336,3.051070597,3.425932825,3.37939819,2.987854466,2.874325665,3.008945064,3.097206977,2.887270826,3.00713973,2.890591538,3.115689016,3.043144356,2.886337307,2.997142404,3.005702427,3.135038042,3.068288176,2.997606197,3.187814802
"24205",2.992587186,2.814916225,2.794209397,2.844967856,3.09405281,2.791029403,2.913172787,2.633528561,2.732202671,2.941953021,3.238787392,3.051728078,3.165268704,3.173885513,3.002835286,3.225982724,2.9456411,3.06062794,2.974992718,3.392810931,3.166903795,3.161150759,3.224283844,3.034850462,2.899828049,3.133178383,3.134106826,2.961324398,3.258750406,3.152933225,2.997366179,3.253837395,2.824640669,3.079965238
"20797",3.29517307,2.882311276,2.912076263,2.981252851,2.793112726,3.073108785,3.028095329,2.939664359,2.975894999,2.827600008,2.96968752,3.204190739,2.98396881,2.950592803,2.875472662,2.996078347,3.23075052,3.167152463,3.069364013,3.16098212,3.147795392,3.109694799,2.875025824,3.086418613,3.04845972,3.095392178,2.834178719,3.029105372,3.251134852,3.032682781,3.072092273,3.02377858,3.133273684,3.07466542
"24176",2.898785587,3.027953732,3.070690502,2.984293822,2.988181924,3.093938692,3.034305922,2.935096458,3.081488362,2.822628664,3.094396166,3.171214098,2.859260969,2.8583322,3.05334354,3.044614926,2.950632222,3.194743653,3.167730538,3.132629911,3.183172014,2.959038426,3.042885044,3.248766998,2.97835781,2.99493001,2.980612126,3.040467261,2.985071151,3.0728283,3.034713794,3.047236203,3.026374738,3.080879281
"1301",3.009795723,2.781279717,2.959205849,3.066948791,2.863277074,3.008549146,2.907445441,2.944077587,2.91095034,2.794724807,3.163560634,3.150481845,3.246015898,3.403163046,3.109191547,2.916272885,3.004832638,3.117692253,3.122360713,3.308606147,3.031237144,3.120412649,2.964054275,2.92598397,2.876272372,3.069663767,2.938057786,2.986565172,2.799602068,3.157096417,3.079949309,3.017652489,3.363505129,3.030385657
"28355",3.117848441,2.852867751,2.839828993,3.204129785,2.992893842,2.985892484,3.014332362,2.852002177,3.026137243,2.869907579,2.81772119,3.041701564,3.34178361,3.048872632,2.99467578,3.206217798,3.079929576,3.113881914,3.121245232,2.999488432,3.046099711,2.969003552,3.096171795,3.034376768,3.013652074,3.087670427,2.995450313,3.150922476,2.859224722,3.291596235,3.043730894,3.125553761,2.999571566,2.926683035
"21638",2.884688438,2.9288379,3.00441299,3.305017585,3.235128888,2.995862004,2.83795,3.190642233,3.05731195,2.868572753,3.029665196,2.959790322,3.054604547,3.110587323,2.782112106,2.766919121,2.813411059,3.035753571,3.11375839,3.013991589,3.199720102,2.9467194,3.098228624,2.920517264,3.244320111,3.083630853,2.92800167,2.826654328,3.297447721,3.116832546,3.04486467,3.23654879,3.203422976,3.060930874
"7788",2.821100323,2.749661289,3.012080997,2.904456884,3.105536997,3.025560235,3.158378581,2.889710334,3.091987192,2.905829664,3.253822841,3.168044618,3.411133161,3.17101653,2.958124245,3.0222604,2.971752859,3.250556682,3.058404555,2.983144201,2.970935385,3.020262085,3.060375794,2.966908222,3.191877945,3.136355973,3.011970271,2.937058107,3.100302334,2.945817115,2.761320186,3.026914788,3.10122586,3.065991097
"24731",3.183571299,2.956969666,3.04765436,2.95123406,3.190220052,2.935779854,3.074426276,3.066826226,3.199336722,3.044753384,2.870502502,2.91539882,3.10689258,3.029305735,2.897897775,2.889095568,2.930581747,2.976284314,3.103236333,3.064267041,3.034367283,2.972428361,3.060599369,3.284806152,2.973132437,2.904475941,3.018395932,3.049774837,3.109572423,3.0510234,3.213930112,2.969105057,3.078614331,3.097400305
"30519",2.914568808,2.794971036,2.642657033,2.953823941,2.913664369,2.773766227,2.890320416,2.814670931,2.956242283,2.629993048,3.06146448,3.443880128,3.500028209,3.515266914,3.183600267,3.272063739,3.230112538,3.235018781,3.328315757,2.910932944,3.296240155,3.27856706,3.394684655,2.936470158,2.941908005,2.990795054,2.949906643,2.964674217,3.028185501,2.902052542,2.707707155,3.042499901,2.977478784,2.876047211
"28553",3.021297748,2.820177059,2.692674493,3.031252518,2.846643498,2.934570266,3.463750005,2.906920108,2.758277952,2.736137605,2.837955048,3.050655378,3.378277166,3.23642766,2.961305964,3.139405212,3.263318579,2.927652677,3.28203027,3.214835531,3.142064579,2.994030547,3.135389606,2.990291397,2.971385964,3.207272084,3.483423571,2.978240929,2.776066556,3.142351754,3.148927739,2.873842147,2.881886662,3.051055087
"39915",2.890384127,2.9456411,2.945175464,2.783292647,2.701904909,3.149504467,2.959773888,2.897518545,2.957965556,2.74151912,2.895140881,3.008085056,3.026543161,3.366481203,3.183518319,3.270582776,3.240120713,2.926356941,3.209403376,3.220953776,3.105053802,3.349196335,3.05615001,3.113436823,3.053924134,3.034667058,3.308833893,2.906694798,3.01406964,2.981904592,2.985365259,3.044732205,2.941861178,3.084948967
"29231",3.016284023,3.047428503,2.776327356,3.207602855,2.915721648,2.947829243,3.104261554,2.788432684,2.878743943,2.812307,2.934644267,3.010669921,2.86472285,3.045629244,2.793824807,2.949632703,3.122660363,3.177750826,3.101258467,3.036396939,3.056499298,3.077642202,3.289888282,3.519762805,3.109774254,3.06126415,3.181783823,3.148851812,2.952728672,3.194544808,3.041031705,3.041251949,3.041915816,3.11721612
"24866",2.856623503,3.041473374,3.163884789,3.075982332,3.244749022,3.036584158,3.249584921,2.93053065,3.020512511,3.002427763,2.951000834,3.173999322,3.52447585,3.171672005,3.153174809,3.037408259,3.30388799,3.080707603,2.911886164,3.18888856,2.956999512,2.823168944,2.981479733,2.8824663,2.880287538,2.93760281,3.039168982,3.160616725,2.669116675,3.2492635,2.942308417,2.991897253,2.714244395,3.042065494
"26896",2.920725134,2.995967948,2.887650187,3.185258518,2.819183704,3.073007894,2.897299329,2.869926587,2.764140726,2.917253656,3.009401576,3.322280493,3.232729307,3.4101606,3.07399338,2.986349909,3.054924105,3.409654031,3.14915537,2.998614496,3.048204091,3.016074437,2.950938226,2.977941566,3.008620523,3.062616489,2.914112693,3.145770243,2.803634497,3.071561473,2.999444775,3.145205203,3.248278892,3.03639253
"808",3.035940194,3.128772446,3.015175918,2.953499839,2.794886389,2.740343211,2.884675249,2.720389254,2.776710261,2.578573612,3.015819476,3.089411218,2.94272857,2.854827281,2.97427902,3.022482442,3.193401989,3.543758319,3.403739977,3.328970845,3.316742358,3.175404287,3.009114525,3.024513365,3.079807982,3.327917518,2.992134857,2.959686183,3.105875928,3.06954645,2.87988698,3.070665654,3.024171347,3.373048322
"26665",2.963508879,3.049984578,2.715335327,3.090185647,2.961340681,2.912281357,2.843513807,2.856613042,3.04856096,2.89760303,2.804329681,3.037639694,3.108654821,3.225440839,3.180468218,2.973034541,3.143923876,3.452827704,3.421157871,3.118329093,3.145742965,3.145280353,3.20174754,3.076805092,3.056521241,3.080661808,3.098286761,2.928105573,2.991314984,3.062771191,2.959896153,2.792271521,3.054996025,3.011622817
"27282",2.821469616,2.935184433,2.962232552,3.050952045,2.977007114,2.994622391,2.981224586,2.785193241,2.970835877,2.936472529,2.928109071,3.306909746,3.264939755,3.372707341,2.971974318,2.923408724,3.159092324,3.06062794,3.04265974,3.01066128,2.996954868,3.138657197,3.078900216,2.987539641,3.035411245,3.111163581,3.05618554,3.020636184,3.02402019,3.104923184,3.22294144,3.064531351,2.999879676,3.167230289
"18634",2.877495821,3.009325686,3.038647528,3.092538392,3.01667614,3.048548628,3.021618832,3.016486639,3.044778356,2.963253812,3.036944077,3.266745092,3.316305053,3.529538745,2.996952249,3.142387252,3.113430766,3.204291405,2.844330717,2.907501729,2.995449854,3.192763,3.275127151,2.995157165,2.974332063,2.893736386,2.946010627,2.869551488,3.007530129,3.136181962,2.935494434,2.867442521,3.055000087,2.841884938
"28637",2.976435545,2.921616273,2.870608876,2.944704873,3.016073325,2.947585861,2.94355263,2.973937828,3.038557981,3.029166563,2.892691315,2.931492898,2.712600565,3.201574419,3.425325019,3.123585121,3.525891176,2.911124795,3.240644412,3.397867709,3.275770915,3.368461327,3.046521894,3.036320229,2.677550148,3.058140428,2.991711525,3.040802877,2.697593441,2.994859782,3.123944538,3.046487126,2.963597556,3.220728756
"3671",3.080211248,2.9456411,2.790320868,2.845129705,2.793227901,3.052781864,2.91489667,2.932789567,3.002110831,3.000052937,2.906125383,3.295805423,3.166024471,3.074229995,2.941516844,2.819398799,3.211754886,3.363299043,3.182346414,3.114908423,3.202083604,3.092634579,3.035942817,3.123941915,2.958864781,3.216203934,3.042564863,3.020290161,3.172518469,3.154087548,3.04874671,3.151075546,2.945726722,3.041399525
"17852",2.913591152,2.900659294,2.862677459,3.023215862,3.024413427,2.975779075,2.980098347,2.843165793,3.139478238,2.760133457,2.933677504,3.278578938,3.218501781,3.570006165,3.447422444,3.217156415,3.46295106,3.041266859,3.06069883,2.894890463,3.047085909,3.090506047,2.874230618,2.961670151,2.791525338,3.056178531,3.048398146,3.108190671,2.965391868,3.166104234,3.044559104,3.141390288,2.842570016,2.963539093
"17992",2.912679041,3.246279035,2.91786099,2.901012334,3.097111627,3.002313918,3.050684819,2.943060721,2.959090956,2.956016224,3.124189511,2.897717771,3.357603353,3.112236543,3.331921746,2.876272372,3.107251965,3.025560235,3.083048177,3.209585123,3.09681803,3.245427933,3.024210472,3.139028853,3.098396743,3.222498408,3.031780036,3.0585951,2.762584178,3.098225837,3.128349691,2.819521338,2.842570016,2.991429668
