"GSM60733.CEL.gz","GSM60734.CEL.gz","GSM60735.CEL.gz","GSM60736.CEL.gz","GSM60737.CEL.gz","GSM60738.CEL.gz","GSM60739.CEL.gz","GSM60740.CEL.gz","GSM60741.CEL.gz","GSM60742.CEL.gz","GSM60743.CEL.gz","GSM60744.CEL.gz","GSM60745.CEL.gz","GSM60746.CEL.gz","GSM60747.CEL.gz","GSM60748.CEL.gz","GSM60749.CEL.gz","GSM60750.CEL.gz","GSM60751.CEL.gz","GSM60752.CEL.gz","GSM60753.CEL.gz","GSM60754.CEL.gz","GSM60755.CEL.gz","GSM60756.CEL.gz","GSM60757.CEL.gz","GSM60758.CEL.gz","GSM60759.CEL.gz","GSM60760.CEL.gz","GSM60761.CEL.gz","GSM60762.CEL.gz","GSM60763.CEL.gz","GSM60764.CEL.gz","GSM60765.CEL.gz","GSM60766.CEL.gz"
"11904",6.998373301,7.619190611,7.77544613,6.963599267,7.649630515,6.126126223,7.393116362,7.168646447,7.374867431,6.8241134,6.887070573,5.595607857,5.182013452,5.330168714,4.99123188,4.788925286,4.321642912,5.355967949,4.764807736,4.699585737,4.794908947,4.758980867,4.823491983,6.592175719,6.874028489,7.260286975,6.61733155,6.827678437,6.934478525,6.940728338,6.638733967,6.683988366,6.593231294,6.844521078
"23160",6.789026746,6.316842687,5.86252765,6.367485903,5.827576134,6.477088205,5.483266892,6.340250327,5.609937425,6.5258131,5.772834511,6.550211335,6.480337816,6.382397286,6.505637596,6.539073391,6.46947536,6.883274906,6.293310624,6.542589679,6.491712758,6.281923734,6.231938996,6.91915282,5.689583472,5.800686272,5.72446884,6.685857637,5.922565051,5.630510418,6.444563792,6.337601568,6.357269087,6.471150372
"19094",5.633757223,6.032354436,5.959189596,6.199385119,5.62523928,6.334671714,5.638598118,5.899614662,5.723998662,6.086659429,6.626063019,6.273714651,6.469447874,6.588186551,6.522487182,6.398498552,6.45485646,6.004174737,6.179865048,6.227676798,6.176536703,6.314934776,6.171260023,5.831718484,6.094752518,6.788815324,6.739765957,6.72774137,6.322883929,6.481589218,6.57007692,6.709416492,6.606192035,6.602902152
"29801",6.244830707,7.191323277,6.935336106,6.617182104,6.959036026,6.437259364,6.39100013,7.006436787,6.849104746,7.28090001,6.169406229,5.848046189,5.027943697,5.089593818,5.573925144,5.816666471,4.922548086,5.679828902,5.70046249,5.622893659,5.645415944,5.704502814,5.561712565,6.908564503,6.534500055,6.308126117,6.156930165,6.979266253,6.504352703,6.346250372,6.747246144,6.749850642,6.780205107,6.726446232
"16144",5.923423275,5.528904553,5.625623413,6.086622402,5.56748104,6.43040355,6.179020917,5.756491301,5.711713201,5.720439539,6.327404415,6.757554744,7.400359204,7.224328092,6.797747171,6.618921336,7.180610139,6.349385505,6.567753408,6.609948583,6.34763796,6.662793857,6.448485841,6.24997593,6.092821367,6.120411482,6.327138097,6.003395497,6.06465021,6.005693516,5.938407828,6.125936503,6.180598318,6.093573009
"26437",6.247780695,6.029850162,6.053135107,6.425194742,6.015450572,6.26058225,6.340913307,5.951513398,6.192671423,5.825220016,6.563115595,6.474231958,6.803827503,6.485664709,6.177663117,6.30106252,6.532283881,6.291246852,6.290510042,6.391658072,6.269355723,6.342040737,6.267725963,6.000391512,6.403590518,6.53059591,6.65656214,5.839433692,6.530695258,6.23387785,5.997315258,6.062348606,6.014559261,6.225194658
"2218",6.135854923,5.938596162,6.064176828,6.362017798,6.040446454,6.123991611,6.160916455,5.999785518,6.029081515,5.913030148,6.092198815,6.443907951,6.51233185,6.239698161,6.503585414,6.339335253,6.394947771,6.354148374,6.38467069,6.438849089,6.304840102,6.452262683,6.271464344,6.387352856,6.197070098,6.295086952,6.392672171,6.364539733,6.292791055,6.254211179,6.323768542,6.33824605,6.339334097,6.344817532
"18896",6.011048763,5.966616094,6.376501768,6.291331275,6.166028287,6.223212001,6.150328328,6.012870648,6.460309843,5.869335007,6.262149451,6.290174072,6.022616661,6.162906377,6.064634303,6.124427236,6.226621645,6.281640073,6.304229505,6.367250709,6.345312016,6.443450624,6.381466711,6.026659358,6.429705907,6.457599291,6.423988083,6.334313812,6.514355552,6.571789859,6.234626086,6.388154068,6.474438241,6.374496384
"28212",6.435055466,5.694004149,5.534222797,5.887576309,5.572605766,5.539848575,5.136976433,5.899170277,5.276989658,5.968478721,5.498416357,5.894339609,7.11283884,7.479724295,7.731453917,7.708305174,7.575904149,6.146278295,7.890747512,8.135052949,7.811518341,7.56776055,7.447278317,6.266854164,5.513806444,5.628026453,5.110939616,5.766702709,5.467934729,5.60008111,5.754424766,5.660239515,5.67037872,5.699055753
"22962",6.79969663,6.610037058,6.062493795,6.581039366,6.519713584,6.187289374,6.278259721,6.357986438,6.212442863,6.355955763,5.653397089,6.359079663,6.144666259,6.037743294,5.727876448,5.920317729,5.940756356,6.148628348,6.194251242,6.041155953,6.220593123,6.172264768,6.190443439,6.538040471,6.245389213,6.113690231,6.328709151,6.504214649,6.302250081,6.234579336,6.47432306,6.446934435,6.676789333,6.513393463
"15828",6.613443152,6.304466419,5.829779692,6.317097592,6.079418423,6.462637268,6.144510444,6.028689302,6.104578088,5.881288358,6.172811403,6.466051129,6.646962378,6.613683081,6.354952109,6.271355622,6.525645278,6.292161462,6.367865425,6.375146892,6.355609407,6.373065853,6.366485115,6.38160995,5.981454294,6.050094533,6.063888877,6.1093866,6.273403825,6.171174839,6.131108879,6.367969713,6.281013801,6.342245563
"4795",6.493598758,6.508262159,6.52245569,6.341104228,6.390043668,6.44050395,6.388014918,6.495287221,6.397574925,6.523467272,6.429271558,6.214936489,5.95262764,6.015172414,5.982906632,6.286695488,6.047838686,6.221473817,6.188731592,6.021980095,6.530332646,6.022145595,6.287583515,5.761886202,6.167973003,6.240753113,6.043442803,6.409110522,6.261002402,6.331197092,6.264691955,6.294367115,6.345810849,6.283366082
"10946",7.569710964,7.507685578,7.397423047,7.044615636,7.020712688,6.909736685,6.620842527,7.309734027,7.018805285,7.561420176,6.63812585,6.61504488,4.286535947,5.006116894,4.684117177,4.945499392,4.401273943,6.49622211,5.536536702,5.422209251,5.672042049,5.146917754,5.670611424,7.49317316,6.22153862,6.060189781,5.467232324,6.611187193,6.212387001,6.098894898,6.526395596,6.519536898,6.757720271,6.690517785
"27088",6.167272111,6.112674469,5.936760539,6.243282258,5.788007539,6.343552464,5.959810349,5.73798774,5.973681744,5.849107934,6.253113432,6.412190675,6.899046623,6.433364512,6.685581531,6.409598711,6.53526432,6.283969438,6.429884142,6.445390865,6.309853361,6.714827848,6.542444882,6.082714745,6.266068897,6.396117664,6.42017893,6.190886622,6.169744058,6.185739982,6.254134241,6.216396669,6.191679312,6.309130655
"13787",6.013668601,5.892290008,5.861320977,6.434759649,5.904201337,6.0286303,5.695143123,6.125112205,5.778493736,6.125112205,6.504891019,5.698233838,6.689550581,6.526710518,7.157777647,7.111883103,6.935361867,5.736048344,6.926613569,6.95844647,7.089974546,6.911474271,6.824255251,5.785252216,5.891618394,6.079762523,6.020244007,6.233374531,5.890619704,5.859806005,6.023558997,6.266618519,6.258529318,5.968733065
"14703",6.379468714,6.232765868,6.065578118,6.548924371,6.219398693,6.343525261,6.398025108,5.904578902,6.45489467,6.05539483,6.139038955,6.328595112,6.059707212,6.036882325,5.98090795,5.940786349,6.633456631,6.587410848,6.459014249,6.128238682,6.257516636,6.371765043,6.182132917,6.255609142,6.272351919,6.403489469,6.577817325,6.382258529,6.334998552,6.448631988,6.239787522,6.128001643,6.197572188,6.282872512
"16791",5.54209154,5.579107298,6.598773867,5.746949397,6.566681922,5.525768151,6.194746455,5.604327765,6.617297198,5.717434686,6.873729909,5.641918093,6.353176724,5.914553274,6.596672181,6.267250889,6.283376537,5.514960306,6.687936257,6.771202282,6.693530907,6.380772573,6.345838389,5.569974576,7.023646806,6.921941877,6.631793412,6.235279222,7.055252168,6.984373157,6.16378564,6.191550585,6.180119262,6.256734366
"18917",6.184177896,6.23395285,6.138574925,6.078985512,6.126291967,6.141675802,6.502329708,5.959897538,6.257613059,6.077677848,5.915758872,6.320222387,6.316493493,6.281545018,6.046201002,6.268881327,6.55251195,6.46414409,6.272265054,6.424892887,6.398656462,6.399854037,6.419504069,6.168703057,6.161001327,6.479977021,6.419887009,6.311085171,6.268164871,6.436136365,6.255699523,6.299770389,6.270420558,6.384365959
"25822",6.293440624,5.816558071,6.22104825,6.323066293,6.530510697,5.957387674,6.170458038,5.873834512,6.391739856,5.808347005,6.408984542,6.137385936,5.943165239,6.26365132,6.32627478,6.325741838,6.166258882,6.1415572,6.498968456,6.437611303,6.384417565,6.366682936,6.390693437,6.290423106,6.542349763,6.466730584,6.178612022,6.324870076,6.544181013,6.358949706,6.33357213,6.360271922,6.26785699,6.401440039
"1617",5.531067609,5.582409019,5.954884914,5.767029657,6.145922282,5.823304267,6.322565693,5.722565912,5.759868467,5.609761067,6.180971187,5.805329844,6.907778278,6.645341551,6.989313437,6.907420153,6.941214605,6.163138682,6.906576671,7.068793603,7.12895284,6.834217605,6.756204262,5.764950702,6.448866772,6.431764253,6.422536585,5.972665983,6.417015401,6.554845217,5.986067957,5.75493459,6.101142967,5.979673391
"24245",6.148638873,6.078205481,6.109570758,6.213267565,6.158197495,6.26428423,6.247825452,6.145868049,6.240740415,6.220555003,6.119467238,6.214614278,6.636537568,6.540635132,6.342331103,6.365497097,6.204601354,6.385815402,6.274878476,6.355385338,6.168987156,6.524715629,6.526820984,6.15568714,6.353097651,6.348452293,6.25494657,6.155029783,6.04605229,6.227150138,6.425484529,6.322172905,6.229557077,6.301934035
"6113",5.788335841,7.079609828,6.341950015,7.260895833,6.92217264,6.826342881,6.470626948,7.397077961,6.603838399,7.155016515,6.170401875,5.99679439,5.897679079,5.869973067,5.890637606,5.799143727,6.089618464,5.607389484,5.946270871,6.108343922,6.037534642,5.898406364,5.65595349,5.894757391,6.096849651,6.033967686,5.651806526,6.707650615,6.378917533,6.048888061,6.630197571,6.364916085,6.369298391,6.375846763
"11186",6.323051329,6.090816211,6.16278014,6.482830528,6.019807981,6.188197591,6.159744429,6.02454678,6.073563172,5.757816384,6.184830758,6.278909326,6.442211013,6.272676316,6.300986314,6.436784374,6.476449525,6.590596753,6.350384198,6.351068808,6.448487123,6.54875709,6.355576793,6.127463159,5.974726455,6.319578556,6.459225253,6.393230567,6.08596895,6.358048706,6.27896997,6.377214153,6.399493151,6.276839315
"29564",6.103012428,6.415026152,6.552694136,6.187312012,6.457377466,6.46255432,6.298590895,6.397553782,6.576199539,6.168913048,6.29734198,6.004505243,5.96387646,6.174482626,5.992029965,6.083697138,6.102610695,6.200155,6.307429797,6.08488673,6.196429541,6.181739228,6.093651522,6.047114264,6.450699599,6.434231607,6.315174048,6.491930166,6.320876497,6.485334087,6.472940782,6.434461189,6.31190454,6.35076286
"30480",6.069475715,5.810568596,5.807091102,6.133879363,5.807055675,6.296356919,5.555518629,6.187113565,6.116863764,5.966784195,6.19658811,6.493223652,7.043848297,7.083307978,6.718645156,6.677983714,6.922813619,6.379686676,6.332341744,6.643416291,6.429290565,6.524715629,6.42443919,6.247754123,6.081518888,6.250817771,6.293632266,6.236926378,6.094963542,6.165810856,6.095782743,6.096911625,6.201702979,6.051139739
"29526",5.342711676,6.629239005,6.871608919,6.542198255,6.780867031,6.629075048,6.27422227,6.973470262,6.629399707,6.931059007,6.61283172,5.138703735,5.645646068,5.683100736,6.052091116,6.173338122,5.498868566,5.539508002,6.215685515,6.026066983,5.951554935,6.123649867,5.9447289,5.737625036,6.536451834,6.63753748,6.349665221,6.806518238,6.454771773,6.320889181,6.532977392,6.619314781,6.567632632,6.689819924
"30081",5.980425875,6.307631546,6.475748197,6.153369367,6.28689701,6.227888624,6.274927041,6.130262825,6.519862,6.237816411,6.528710586,6.235695579,5.963445556,6.352242837,6.217346193,6.374512402,6.180711906,6.03884677,6.226214173,6.176218693,6.273161124,6.119003953,6.203565542,5.856306782,6.633306662,6.553785398,6.106392393,6.484345026,6.420156923,6.430188749,6.292460055,6.274121502,6.550026789,6.37991655
"23366",6.634630559,7.154907924,7.248757046,7.164083407,7.067453718,6.945110903,6.590231193,7.446618501,7.222415988,7.437487264,7.108340681,5.696874982,5.250353518,5.10674593,5.579540728,5.183657959,4.891120909,4.930261747,5.857187866,6.220490069,6.289909908,5.70554407,5.647778832,6.161799525,6.387765131,6.384116716,5.821426118,6.641306663,6.269702716,6.275565707,6.398030613,6.273149804,6.231936133,6.274427429
"24501",6.741221508,6.016459005,7.005460211,6.183234171,6.887721885,5.980111801,6.668158278,6.585034093,6.73483008,6.051787355,6.873458233,6.368401201,5.888643286,5.899951144,5.953470422,6.037666041,5.853138676,6.20750839,5.688712718,5.834401966,5.953268188,5.445915694,5.808788492,6.209148678,6.97543965,6.691292899,6.708729267,6.203882817,6.917346844,6.855166261,6.052091116,5.985009272,6.047523791,6.220490098
"12730",4.989140745,7.031243604,7.015998332,7.006987511,6.864170259,6.854796682,6.229772424,7.274092061,6.824968367,7.111149789,6.490485433,4.838276852,5.535956819,5.466419859,5.49550411,5.87917248,5.092702764,5.182873802,6.395683132,6.518584648,6.728886146,6.406475004,6.288244402,4.322522663,6.608122772,6.732148931,6.340200523,6.724056946,6.735131017,6.423363766,6.534302312,6.451327115,6.601400419,6.543603083
"14219",6.868416266,7.813128339,7.158778416,6.806067118,7.32511851,6.749823756,6.651448573,7.222800093,6.801345129,7.837557655,6.936673392,6.072100808,5.355844514,5.902509421,5.816076674,5.767259326,5.921526964,6.203018301,5.858998536,5.958578502,6.097804479,5.725671438,5.747341287,6.251825856,5.484968057,5.837074578,5.669753953,6.057048215,5.925798412,5.792508113,6.019170817,5.933557538,6.089989962,5.899248075
"25749",5.893418034,5.770062067,6.386941775,5.957037258,6.19190027,5.472131706,6.081649677,5.814007,6.289294964,5.726032221,6.214162714,5.968573997,6.306874024,6.245414248,6.430330116,6.583402394,6.433414491,6.303635023,6.602803407,6.654928437,6.729902077,6.699284879,6.605110677,6.013665576,6.706750885,6.685526104,6.62652604,6.099154919,6.87197994,6.772443556,6.154045328,6.086722336,6.163390536,6.067458516
"16017",5.996840494,6.04992177,6.544617829,6.045728806,6.383644751,6.395672659,6.236874913,6.074247651,6.597991704,6.01442903,6.645468711,6.013514403,5.93519967,6.068011837,6.018436702,5.98559523,6.015195401,6.057722645,6.079157973,6.297518257,6.030731561,6.131910656,6.158946904,6.152546887,6.736259531,6.760776545,6.327795852,6.661507644,6.557049024,6.595312037,6.309819658,6.656236552,6.559871552,6.528551406
"28283",6.155911372,5.666277543,5.873968211,6.432265455,5.530906593,6.350545218,5.62278811,5.841642049,5.921001313,5.592592427,5.98777591,6.655268626,6.894909549,6.690006908,6.393619553,6.363852266,6.823488559,6.599563873,6.473685963,6.48514377,6.619680727,6.508165923,6.616034004,6.388445976,6.17848497,6.36270766,6.086754556,6.377146967,6.41126323,6.358605186,6.329273095,6.453005413,6.323131345,6.275030277
"9919",6.366654509,6.273442336,6.245280342,6.356125073,6.133524105,6.367053974,6.465263207,5.977983777,6.249403887,6.256302901,6.1620078,6.341242879,6.35439543,6.194973458,6.456007476,6.356333382,6.404470884,6.575980771,6.412341296,6.226682279,6.119597955,6.20725468,6.214446942,6.488464269,6.160117073,6.116235953,6.329049758,6.345062543,6.319002462,6.334545726,6.128337892,6.180347001,6.151244711,6.376686328
"27561",6.774089251,5.865334996,6.493795554,6.054257953,6.539113785,5.879746223,6.42767504,5.900235547,6.496599148,5.69867306,6.748137651,6.468856906,6.371289391,6.177391679,6.003005717,6.052795612,6.193739521,6.635824848,6.340424947,6.364598987,6.345115917,6.382587083,6.108176139,6.494803885,6.547762078,6.340424947,6.522121901,6.137122986,6.523513002,6.527956668,6.020182758,6.147515699,6.023202626,6.068394917
"16005",6.456538089,5.975298372,6.030859278,6.275448706,6.025510253,6.179710569,6.13867202,6.011230064,6.150182687,6.184631713,6.14566817,6.339545839,6.520307199,6.015172414,6.605682064,6.45743097,6.708539399,6.615948155,6.430432604,6.406593869,6.397663237,6.380213846,6.470624116,6.191808886,6.217346193,6.321307424,6.617972654,5.938500199,6.234123606,6.287994225,6.238135736,6.379375063,6.118027761,6.223144058
"21336",5.905768754,7.088902438,7.369744087,6.306554627,6.568661941,6.118652379,6.228193884,6.293407502,6.674670983,7.183046052,6.644599558,5.768582831,5.51478547,5.533750116,6.221413092,6.647421665,5.387292337,5.658882578,6.040028773,6.082894745,6.134430815,5.80385883,6.171874701,5.945346201,6.384829582,6.561015541,6.399993547,6.381196393,6.53074268,6.325430851,6.295576434,6.79980037,6.595693133,6.151148092
"30211|7907|48351",6.588140871,6.207183151,6.374508126,6.160969322,6.420938694,6.033785407,6.12954009,6.363113098,6.477884482,6.384365959,6.173597565,6.519993918,6.173517019,5.916450559,6.565289679,6.531526273,6.2436794,6.644119835,6.426808551,6.639399276,6.512870245,6.438087459,6.374073333,6.664844667,6.368446157,6.046106434,5.921228798,6.084096347,6.289806835,6.215887555,5.966555381,6.073851023,5.743565272,6.046189867
"17950",6.153330121,6.142721062,5.879092829,6.758783547,5.972747514,6.600948675,5.614448595,6.755787342,6.035504333,6.568303264,6.026887437,6.144958959,6.154055297,6.740467933,6.813059248,6.686686451,6.469906796,6.130954328,6.78495353,6.752564286,6.705111316,6.668319293,6.488149445,6.082714745,6.193434217,6.019822778,6.094829072,6.128650208,6.041709896,6.112000982,5.885642263,6.21294382,5.931717312,5.991801126
"14464",6.257981705,5.897352147,5.943087101,6.276892432,5.694773659,6.486800948,6.027776033,5.666932961,5.915086037,5.741971815,6.393657977,6.499518044,6.664484022,6.511780492,6.537794573,6.380378648,6.581586144,6.676437601,6.452319808,6.503372136,6.323843586,6.54022565,6.40154057,6.433858623,6.319797129,6.185926332,6.478407849,6.256384131,6.339018009,6.272447863,6.106083922,6.323442629,6.332360546,6.319976618
"14536",6.31306755,6.128860409,5.910648012,6.468573985,6.198928049,6.322565693,6.280884933,6.037212541,6.013559961,5.896354915,6.308249788,6.513913168,6.715579435,6.769111863,6.23575366,6.275576743,6.458998723,6.619018278,6.339042221,6.304386629,6.224078314,6.28701172,6.434835316,6.290413809,6.241561857,6.326588352,6.243676578,6.253419977,6.065565519,6.32769918,6.098292044,6.29609151,6.414008859,6.164502868
"29422",6.178819448,5.744815069,6.449792232,6.01459048,5.937961679,6.219042494,6.118197425,5.99676674,6.337964133,6.100072405,7.007292931,6.524260554,6.466712556,6.516109133,6.427569196,6.423945083,6.281009956,6.347403536,6.562775481,6.450401122,6.452342085,6.437413574,6.365136805,6.170751378,6.260830214,6.19963209,6.42420051,6.18366166,6.376231832,6.225243085,6.064817379,6.19963209,6.037695218,6.282332206
"11152",7.224727281,7.386446412,7.106094044,6.498944337,7.227101527,6.534098304,6.757050208,7.400575991,7.174949078,7.573569535,6.555221744,7.001202807,4.679144066,4.702722617,5.011962618,5.223328379,4.642812666,6.905865619,5.307230483,5.357550165,5.612612393,4.946574787,5.161769861,7.368894325,6.441599574,6.209046301,5.999341035,6.626611927,6.45351964,6.29344141,6.643163272,6.630787793,6.439078985,6.697032482
"24733",5.79978692,5.640526604,6.208466299,6.01970347,6.153687769,5.851844514,5.736657274,5.943581673,6.13369111,5.863307711,6.339270214,5.815388576,6.530978725,6.900043341,6.706928424,6.947752638,6.429579472,6.289415254,6.67329966,6.823883595,6.556151018,6.622488871,6.745992253,6.077251207,6.348196522,6.416035806,6.139267983,6.139646412,6.541091787,6.364264642,6.210707347,6.174339803,6.390238101,6.260866311
"6320",5.278879421,6.205736933,7.390654721,6.123772613,6.905265819,6.195272153,7.069232746,6.215556806,7.065971705,6.101990743,7.024649181,5.258342946,6.074615576,6.143751047,6.284574287,6.276424482,5.962233994,5.147582811,6.611160295,6.54863288,6.215808013,6.449174723,6.051352158,5.826063238,6.703850641,6.679079315,6.605323568,6.147834521,6.652143439,6.53886553,6.163611002,5.981249421,6.06987824,5.838838805
"20347",5.978475599,5.634533325,5.67144435,5.991719105,5.882562348,5.757507747,5.484958044,5.937147477,5.693453821,5.85072115,5.614824877,6.179547379,6.340227467,6.242934126,6.703447463,6.634192786,6.558972578,6.455838074,7.036217184,7.045115908,6.913427516,7.048040173,6.910478113,6.336783486,6.511428204,6.51737291,6.248793906,6.416320862,6.375320482,6.544310514,6.367216729,6.275431065,6.451039716,6.217894595
"1859",5.998534075,5.944948854,5.971043162,6.154087306,6.124880391,6.182788585,6.170782695,6.204049613,5.977570054,5.948214967,6.207097286,6.406443809,6.391103502,6.474828413,6.399961464,6.331003938,6.52666381,6.30134754,6.564038435,6.278513488,6.464366691,6.535099077,6.271845208,6.181735877,6.227345988,6.476256239,6.62340817,6.304375461,6.373485005,6.26787326,6.440485986,6.268160369,6.421009956,6.469824189
"26238",6.255258926,5.989505114,6.044347177,6.076638432,6.467699451,5.661832736,5.733779478,6.10405866,6.372735761,5.937492889,6.106438887,6.162094738,6.09706074,6.376449674,6.782436991,6.819646828,6.55613334,6.135789773,6.707860957,6.796483814,6.865560077,6.597261531,6.515144335,6.346296617,6.531874197,6.207905771,6.081023489,6.189056083,6.474428815,6.474111371,6.125217703,6.081743387,5.914332466,6.317076141
"6881",7.298441269,7.575511055,6.448023996,7.097134333,6.597916308,7.498603414,6.41771797,7.723641075,6.665076503,7.61993934,6.376190857,6.845904344,5.332808243,5.194621209,5.350378959,5.459994052,5.15603191,6.439357986,5.21159522,5.107381257,5.004042437,5.004900774,4.965516945,7.693166055,6.578224484,6.165205656,6.006924987,6.797374631,6.081606685,6.276174428,6.495107369,6.576792524,6.301171392,6.575933448
"24007",6.221155724,6.134778013,5.918409695,6.364774975,5.964473605,6.264357536,5.943781272,6.099401484,5.897146802,6.206666236,5.866069138,6.447156538,6.397883424,6.668907851,6.303011396,6.207712418,6.716485785,6.671335149,6.640398374,6.513881312,6.290364823,6.614701477,6.491976715,6.253556884,6.177003213,6.189141884,6.225292641,6.297983789,6.181550808,6.391896608,6.214382633,6.255734309,6.579807542,6.33224249
"8521",6.208823917,6.15707108,5.958668658,6.294567981,6.193179494,6.469053988,6.289797207,6.098343817,6.164661435,6.244897494,6.441023833,6.367953494,6.491696707,6.692854575,6.41049674,6.471603154,6.784988782,6.343131795,6.346141467,6.256352013,6.115083785,6.533364984,6.397008828,6.253051479,6.142936601,6.022438906,6.112174107,6.211149095,6.280955253,6.211149095,6.230016934,6.354496944,6.290462222,6.118393315
"21109",6.34880281,6.741555803,6.923816924,6.609201752,6.931468361,6.383530179,6.320231065,6.457687376,7.138005918,6.534985747,6.917459855,6.068670614,5.004933687,5.531991924,5.559952461,5.816619657,5.526082999,5.89297344,6.013662914,5.737885612,5.839290814,5.747570979,6.179856734,6.043074158,6.89809535,6.695614452,6.583918787,6.571748342,6.696623607,6.702154805,6.413539745,6.316869915,6.429094306,6.413564917
"6716",6.252920731,6.279983618,6.109821709,6.554876342,6.092178513,6.774124823,6.013267088,6.60643706,6.210725162,6.331157982,6.382555104,6.769282361,5.807296711,6.194681853,6.463675173,6.414995158,6.593960188,6.700445985,6.269373363,6.379099982,6.376764649,6.083079365,6.381590976,6.700277468,6.100359856,5.913587774,6.126095165,6.289739191,6.196470073,6.067394956,6.174779991,6.25958452,6.088399354,6.072779631
"15999",6.193083719,5.807420608,6.055097369,6.000246322,5.753044904,6.398471611,5.96196995,6.015983208,6.124690808,6.224397696,6.29515745,6.784305872,6.68912736,6.91287345,6.723256598,6.813548469,6.428494453,6.690300003,6.662804308,6.203210174,6.262659648,6.49909765,6.694699051,6.607353098,6.391788272,6.104667253,6.256458939,5.940724139,6.093918171,6.141196151,6.000452753,6.133581568,6.029472955,6.17842376
"29198",6.183696751,6.690328416,7.264388673,5.741951883,7.289057113,5.816936673,6.997141124,6.683481017,6.885524936,6.626952397,6.576763246,5.470430548,4.962016484,5.575296746,6.080636387,6.387361336,5.272618826,5.663869988,6.455211079,6.461330569,6.698045619,6.080636387,6.34492726,5.991003969,6.912395566,6.664150715,6.421539418,6.100581675,6.990638704,6.707285582,6.098051199,6.023507137,5.790135357,6.173126952
"28623",6.348523862,6.112018275,6.001520985,5.893956025,6.067491063,6.099511068,6.341317287,6.002668048,5.926046532,5.9717315,6.034722054,6.502029768,6.461796643,6.568337234,6.510714639,6.522291429,6.572320547,6.355480011,6.621316754,6.340669549,6.206080761,6.523383281,6.368584703,6.338219541,6.446115645,6.197746524,6.438014245,6.378299024,6.327725415,6.405925895,6.243949512,6.376822824,6.290797759,6.323443185
"20225",6.040236937,5.776836591,5.931561898,6.248898084,6.163762494,6.604496193,6.133853147,6.218810724,6.019157146,6.098799867,6.629345413,6.266862903,6.797185981,7.135081319,6.511115484,6.353022171,6.28359979,6.345496453,6.352906965,6.674546184,6.325031003,6.62769302,6.420611434,6.192534808,6.040304669,6.289138331,6.112699304,6.293511669,6.186354407,6.067466222,6.241729765,6.159683931,6.269958977,6.313161485
"16196",6.147016493,6.092178974,6.047138777,6.358963705,5.844090846,6.167943778,6.370278337,5.977200087,6.137746284,5.810125189,6.149892275,6.50460773,6.669144731,6.406381795,6.498568475,6.371108794,6.596429187,6.579258157,6.545996486,6.561687485,6.479543648,6.453968111,6.447770606,6.40864758,6.156563514,6.214494591,6.156535404,6.140447776,6.26076257,6.368584703,6.247916046,6.297048719,6.242615074,6.41668772
"12620",6.562953598,6.090876042,6.26940145,6.471883918,6.31152728,6.528143694,5.892957268,6.321627423,6.409765884,6.407012772,6.484880708,6.501260302,5.928654554,6.107127917,6.201452758,6.094741202,6.045282744,6.400416236,6.175657689,6.423500242,6.251564461,6.175055597,6.138376186,7.436503893,6.423806542,6.271992848,6.107419012,6.368812045,6.385132743,6.395964077,6.287576037,6.177904332,5.991660173,6.109905047
"23999",6.168529786,6.950213845,6.812801091,6.779539463,6.85322459,6.895675213,6.622545293,7.079728307,7.013753224,7.202101128,6.695741012,6.092411695,5.420963515,5.473369596,5.866013732,5.916775657,5.514881107,5.944947297,5.729551426,5.643054925,5.717248244,5.539095724,5.740359248,5.980430502,6.536301174,6.34885066,6.260491982,6.635920651,6.406225253,6.512055959,6.526172862,6.40489002,6.377839961,6.489304137
"24155",6.900913851,6.643837772,6.69076658,6.541292197,6.193823221,6.392098453,6.008790234,7.000793337,6.401432885,6.44963179,6.229000882,7.240912405,5.878197533,6.238457144,6.073923346,5.852827328,5.975532656,6.83704081,5.798675695,5.732770622,5.567918228,5.729326132,6.021422588,7.370701576,6.546354436,6.087359654,6.061628406,6.483196789,5.972496231,5.827444301,6.526682682,6.189571096,6.268891423,6.42565991
"27406",6.573559137,6.692459415,6.74984094,6.933852192,6.034021497,7.065114379,6.005890309,6.456164025,6.197362719,6.657240687,6.763869819,6.327653767,6.159170119,5.829413961,6.301935799,5.989820769,5.971540503,5.838128,6.014358119,6.502421444,6.383963584,6.111700551,5.858054985,6.523815258,6.210279991,6.139883998,6.107161678,6.232447751,6.100491474,5.908710722,6.320809036,6.394627011,6.448990642,6.357407343
"26264",5.911012937,5.967212586,6.013662914,6.255232739,5.959706476,6.397768143,6.171163619,6.093567201,6.222676985,6.112807703,6.372545881,6.291297801,6.404742047,6.634737653,6.440352226,6.686036398,6.585706491,6.493027424,6.43872173,6.46133579,6.351018383,6.233067877,6.354185773,6.197736646,6.276837304,6.331039254,6.47874063,6.336177152,6.299360354,6.429287341,6.250271776,6.466071591,6.060630827,6.187060501
"16255",6.430650483,6.008946791,5.926268319,6.48209117,5.837295166,6.315956464,6.261194352,6.123606038,6.202483926,6.121738554,6.047720314,6.480161677,6.298562569,6.371032315,6.227120287,6.475630714,6.4996246,6.662969215,6.593250601,6.380078101,6.278457495,6.543749728,6.557622035,6.443141434,6.277837232,6.328068932,6.34501416,6.13376347,6.275395406,6.325559146,6.239305049,6.242807471,6.128860409,6.314525361
