uniprot,symbol,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4
Q15911;Q15911-2,ZFHX3,0,0,0,542
Q15942;H0Y2Y8;Q15942-2,ZYX,791521,718762,527177,385550
Q16134;Q16134-3,ETFDH,65216,71240,54079,74026
Q16181,7-Sep,2088716,1581197,1073184,691936
Q16181-2;E7ES33;E7EPK1;H0Y3Y4,7-Sep,0,1507,0,0
Q16186;A0A087WX59,ADRM1,118240,110568,66285,64932
Q16204,CCDC6,149412,110522,93456,76542
Q16222;Q16222-2;Q16222-3,UAP1,40543,30893,16573,14512
Q16254,E2F4,31114,34690,9685,11377
Q16270;Q16270-2,IGFBP7,0,22642,0,0
Q16342;Q16342-3;F5H4V9;J3QK82;A0A087WYJ3;Q16342-5;Q16342-2;Q16342-4,PDCD2,7987,8460,5208,4451
Q16394,EXT1,0,0,0,930
Q16401;Q16401-2,PSMD5,508827,476528,267134,334038
Q16512;Q16512-3,PKN1,0,0,0,0
Q16512-2,PKN1,159372,139548,110723,123220
Q16513-3,PKN2,0,2215,2187,3206
Q16514;Q16514-2,TAF12,41424,22501,12575,9422
Q16520,BATF,19349,0,0,0
Q16527;F8VQR7,CSRP2,0,3504,4120,0
Q16531;F5GY55,DDB1,925565,903524,541704,468322
Q16533,SNAPC1,0,0,0,0
Q16537;Q16537-2;Q16537-3,PPP2R5E,42493,40979,16660,27905
Q16539;B4E0K5;Q16539-3;Q16539-5;B5TY33,MAPK14,370672,330651,235625,212015
Q16539-2,MAPK14,22311,0,0,8504
Q16540;A6NJD9;A8MVT4;A8MYK1,MRPL23,186527,119816,55860,150694
Q16543;K7EQA9,CDC37,796081,618550,459422,350075
Q16548;Q16548-2,BCL2A1,23141,0,0,55796
Q16553;E5RI58;E5RIQ1;E5RI33;E5RGI6,LY6E,0,0,0,0
Q16555;Q16555-2,DPYSL2,452544,455773,509388,339516
Q16560;Q16560-2,SNRNP35,1897,685,0,0
Q16563-2;C9JYN0;Q16563,SYPL1,123489,152393,200051,189698
Q16566,CAMK4,3057,25086,16350,10705
Q16576;E9PC52,RBBP7,794320,477961,260494,225200
Q16581,C3AR1,220,0,0,0
Q16584;Q16584-2,MAP3K11,0,0,0,1821
Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;D6RHW1,TAF9;AK6,51381,40685,22595,41152
Q16602,CALCRL,0,0,0,0
Q16610;Q16610-4;Q16610-2,ECM1,0,1059,0,0
Q16611;A0A0A0MRG8;Q16611-2,BAK1,46725,8116,23129,10269
Q16626,MEA1,17870,8611,8452,11262
Q16629;Q16629-4;A0A0B4J1Z1;C9JAB2;Q16629-3;Q16629-2,SRSF7,3272977,3253382,1144602,1667097
Q16630-2;Q16630;F8WJN3;Q16630-3,CPSF6,434941,451663,221707,235346
Q16633,POU2AF1,205057,232609,164095,140414
Q16635;Q16635-9;Q16635-8;Q16635-7;Q16635-6;Q16635-3;Q16635-2;Q16635-5;Q16635-4;Q96F92;C9J699,TAZ,8383,3869,2106,5297
Q16643;Q16643-2;D6R9W4,DBN1,9162,865,1455,860
Q16644;C9J8E1,MAPKAPK3,44996,10236,40140,53648
Q16647,PTGIS,0,0,0,0
Q16649,NFIL3,0,1896,4148,2342
Q16654,PDK4,0,0,0,0
Q16656;Q16656-4;Q16656-2;C9JP85,NRF1,78514,77230,59157,109710
Q16658,FSCN1,127926,152551,267973,52382
Q16666;Q16666-2;Q16666-6;Q16666-3,IFI16,1334455,1035111,672884,875905
Q16674;W4VSR3,MIA;MIA-RAB4B,180160,308560,208641,208410
Q16678,CYP1B1,0,0,0,1303
Q16690,DUSP5,0,0,0,0
Q16695,HIST3H3,0,0,0,0
Q16698;Q16698-2;E5RFV2;E5RJG7,DECR1,1279179,1190196,985166,1337436
Q16706,MAN2A1,25150,16384,29799,41040
Q16718;A0A087X1G1;H7BYD0;Q16718-2;F8WAS3;A0A087WXR5,NDUFA5,1055557,677336,512997,851126
Q16719;Q16719-2,KYNU,746729,583823,381300,324425
Q16720;Q16720-4;Q16720-2;Q16720-8;Q16720-7;Q16720-6;Q16720-3;Q16720-5,ATP2B3,824,0,0,0
Q16739,UGCG,4437,0,3854,3399
Q16740;M0R208,CLPP,281039,185454,86875,149923
Q16762,TST,236400,141178,86930,76889
Q16763;K7EPJ1,UBE2S,45581,32458,22923,26113
Q16769;Q16769-2;B5MCZ9,QPCT,0,0,0,0
Q16772;A0A087WXM2,GSTA3,0,0,0,0
Q16774;B1ANH5;B1ANH6,GUK1,77613,35787,40653,50385
Q16775,HAGH,32532,24698,9729,0
Q16775-2;H3BPQ4;H3BPK3;H3BQW8,HAGH,243559,229938,84267,122289
Q16777;Q6FI13,HIST2H2AC;HIST2H2AA3,77094147,66513044,53315572,62293690
Q16778,HIST2H2BE,3475881,2461650,1086726,2882166
Q16795,NDUFA9,533428,341526,349948,703876
Q16799;Q2NKQ5,RTN1,2189,13002,6154,120740
Q16822;B4DW73;H0YML5;Q16822-2,PCK2,517016,374883,242614,435092
Q16827;Q16827-2;Q16827-4;Q16827-3,PTPRO,0,0,0,0
Q16828;F8VW29;Q16828-2,DUSP6;PGS1,0,0,0,0
Q16829;Q16829-2,DUSP7,0,0,0,0
Q16831;C9J486;C9JIP2;B4DND0,UPP1,18734,7844,5586,6014
Q16842,ST3GAL2,5194,0,5367,0
Q16851;A0A087WYS1;E7EUC7,UGP2,848563,732370,459439,419585
Q16851-2,UGP2,9648,0,2167,0
Q16854;Q16854-2;Q16854-3;Q16854-5,DGUOK,132810,110586,44630,80922
Q16864;Q16864-2,ATP6V1F,297880,230089,185604,167588
Q16873;B5MCC3,LTC4S,0,0,0,0
Q16875;Q5W015;Q5VX20;Q16875-2;Q16875-3;F2Z2I2,PFKFB3,39851,22909,18842,29367
Q16877;Q66S35;Q16877-2;Q16877-3,PFKFB4,7428,13892,11967,0
Q16880,UGT8,0,0,0,0
Q16891,IMMT,0,0,0,0
Q16891-2;H7C463,IMMT,987855,641377,520146,688640
Q16891-4;Q16891-3;B9A067,IMMT,7008,4642,3603,3175
Q17R31;Q17R31-5;Q17R31-2;Q17R31-3;Q17R31-4;E9PP81;H0YCC7;E9PRA1,TATDN3,33949,18777,8573,43796
Q17RC7,EXOC3L4,8532,0,0,11392
Q76G19;Q17RL8;Q76G19-2,PDZD4,0,0,0,0
Q17RN3,FAM98C,0,4235,0,7449
Q17RS7,GEN1,0,1524,2631,0
Q1ED39,KNOP1,19687,4599,2997,8258
Q1KMD3;H3BQZ7,HNRNPUL2;HNRNPUL2-BSCL2,1547877,1184596,802735,967289
Q8IWW6;Q8IWW6-3;Q1RLN5;Q8IWW6-2;Q8IWW6-4,ARHGAP12,16807,0,0,20316
Q24JP5;Q24JP5-2;Q24JP5-4,TMEM132A,6759,0,0,13173
Q27J81;Q27J81-2;A0A0A0MQU1,INF2,40933,55240,23978,46690
Q29718,HLA-B,0,0,0,0
Q29940,HLA-B,211269,135415,401448,182097
Q29960-2;Q29960,HLA-C,0,0,0,0
Q29974,HLA-DRB1,1386247,724555,267358,1127617
Q29RF7,PDS5A,434348,295344,209500,254199
Q2KHT3,CLEC16A,34650,24609,17973,18806
Q2KHT3-2,CLEC16A,0,0,0,0
Q2M1Z3,ARHGAP31,791,1072,1460,3145
Q2M296-3;Q2M296-4,MTHFSD,17502,18426,32021,20369
Q2M2I8;Q2M2I8-2;E9PG46,AAK1,3253,1658,730,403
Q2M385,MPEG1,4216,4051,4705,2163
Q2M3D2,EXOC3L2,0,0,0,14150
Q2NKJ3;Q2NKJ3-2,CTC1,0,0,0,2171
Q2NKX8;B5MDQ0,ERCC6L,14422,2557,8110,3369
Q2NKX9;F6S878;Q2NKX9-3,C2orf68,0,0,0,0
Q2NL82,TSR1,105299,98337,71596,102156
Q2NL98,VMAC,27420,27785,25924,0
Q2PPJ7;Q2PPJ7-3;Q2PPJ7-2;H7C1F9,RALGAPA2,13969,9513,6434,3795
Q2PZI1,DPY19L1,0,0,0,4611
Q2T9J0;Q2T9J0-2,TYSND1,3966,1538,0,0
Q2TAA2;H7C5G1;C9JE02,IAH1,131808,231243,78095,36211
Q2TAA5,ALG11,16768,0,3014,24250
Q2TAL8,QRICH1,69124,48873,43840,53645
Q2TAM5;Q04206;A0A087X0W8;E9PKH5;Q04206-2;Q04206-3;Q04206-4,RELA,220182,193184,122850,196380
Q2TAY7,SMU1,470390,310884,226819,276741
Q2TAZ0;Q2TAZ0-3;H7C3T2,ATG2A,2515,2084,1408,2371
Q2TB10,ZNF800,30965,6423,8041,24005
Q2TBE0;Q2TBE0-2;H7C3G7;Q2TBE0-3;H0YE03,CWF19L2,13133,15334,4300,8959
Q9NPF8;Q2V6Q1;Q9NPF8-2;J3QRD3,ADAP2;CENTA2,0,0,0,0
Q2VPB7,AP5B1,9723,0,2922,5963
Q30134,HLA-DRB1,749360,720957,1860430,1065897
Q30154,HLA-DRB5,353898,0,0,0
Q30167,HLA-DRB1,0,0,0,0
Q30KP8,DEFB136,0,0,0,0
Q32M88;E7EMA9;Q32M88-2,ATHL1,5058,14945,2256,3129
Q32MZ4;Q32MZ4-2,LRRFIP1,446663,318695,261131,240622
Q32MZ4-4,LRRFIP1,2938,0,0,0
Q32NB8;Q32NB8-2;K7ELT9;K7EL44;Q32NB8-3,PGS1,0,5016,4824,6034
Q32NC0;Q32NC0-2,C18orf21,0,8268,0,0
Q32P28;Q32P28-4;Q32P28-3,LEPRE1,22088,9238,1759,4350
Q32P41,TRMT5,43757,10252,17898,29569
Q330K2;Q330K2-2;A0A075B6P0,NDUFAF6,69373,0,0,0
Q38SD2,LRRK1,873,1092,2952,1618
Q3B726,TWISTNB,26117,31651,22033,37411
Q3B7J2,GFOD2,0,0,0,0
Q3B7T1;Q3B7T1-5;Q3B7T1-3,EDRF1,6525,2620,2361,0
Q3KPI0;Q3KPI0-2;A0A0B4J1W4;Q3KPI0-3,CEACAM21,0,0,0,0
Q3KQU3;Q3KQU3-2,MAP7D1,27393,8930,2849,27988
Q3KQV3;S4R3B8,ZNF792,975,0,0,0
Q3KQV9;Q3KQV9-2,UAP1L1,28505,77778,50410,7558
Q3KQZ1;Q3KQZ1-3;Q3KQZ1-2;Q3KQZ1-4,SLC25A35,0,0,0,0
Q3KRA6,C2orf76,80719,34967,27750,16796
Q3L8U1;Q3L8U1-2;Q3L8U1-3;H3BTW3,CHD9,0,0,0,0
Q3LI77,KRTAP13-4,0,0,0,0
Q3MHD2;Q3MHD2-2,LSM12,121597,87304,73909,25380
Q3MII6,TBC1D25,0,0,0,2755
Q3MIT2,PUS10,38191,7742,18540,44231
Q3MIX3,ADCK5,1099,0,0,1702
Q3SXM5;Q3SXM5-2,HSDL1,15536,11302,7884,20811
Q3T8J9-3;Q3T8J9;Q3T8J9-2,GON4L,0,0,1565,0
Q3T906,GNPTAB,12193,0,1710,1715
Q3V6T2;Q3V6T2-2,CCDC88A,9321,346,366,222
Q3V6T2-4;Q3V6T2-3;Q3V6T2-5;A0A087WXD9,CCDC88A,0,0,0,0
Q3YBM2;Q3YBM2-2,TMEM176B,0,0,0,0
Q3YBR2;E9PI10;F8W6N5,TBRG1,0,0,0,0
Q3YEC7;Q3YEC7-2;F2Z2T0,RABL6,86685,66792,46995,58491
Q3ZAQ7;Q3ZAQ7-2,VMA21,0,16858,0,13903
Q3ZCM7;A0A075B736;Q5SQY0;I3L2F9;A6NNZ2,TUBB8,684701,677162,333783,302642
Q3ZCQ8-2;Q3ZCQ8;Q3ZCQ8-3;M0R003,TIMM50,201744,106017,79613,105891
Q3ZCW2;U3KQ88,LGALSL,0,0,0,1082
Q460N5;Q460N5-4;Q460N5-1;H7C5R8;Q460N5-3,PARP14,154304,146212,118840,65347
Q8IVH4;Q495G5,MMAA,38560,44537,33278,18311
Q495W5-2;Q495W5,FUT11,0,0,0,0
Q496F6;C9JDD2,CD300E,0,0,0,0
Q499Z4,ZNF672,3930,0,0,2258
Q49A26;Q49A26-2;Q49A26-3;K7EMM8;Q49A26-4,GLYR1,6203,6319,3190,0
Q49A26-5;K7EQB2,GLYR1,319941,303439,245067,398063
Q49AM3;G5E9H3;Q49AM3-2,TTC31,0,485,0,0
Q49AR2;Q49AR2-2,C5orf22,13624,15511,7910,8062
Q49B96;F8WEL9,COX19,79007,106021,51757,42776
Q4AC94;Q4AC94-2;Q4AC94-4;Q4AC94-1;Q4AC94-3,C2CD3,0,0,0,859
Q4ADV7;Q4ADV7-3;H0YFN7;Q4ADV7-2,KIAA1432,6207,3063,1735,5290
Q4AE62;B8ZZ45;Q4AE62-2;Q4AE62-5;Q4AE62-6;Q4AE62-4;C9JIH3;Q4AE62-3,GTDC1,5804,0,0,0
Q4FZB7;Q4FZB7-2,SUV420H1,0,0,0,0
Q4G0F5,VPS26B,75069,33280,43864,35378
Q4G0J3;Q4G0J3-3;H0YA82;D6RFF0,LARP7,214043,145038,82448,131356
Q4G0N4;Q4G0N4-2;Q4G0N4-3;A0A0C4DGV3,NADK2,51308,55920,30597,74063
Q4G0X4;E9PRT1;E9PJJ5;E9PMS5,KCTD21,0,0,0,0
Q4G148;Q4G148-2,GXYLT1,8978,4108,6619,0
Q4G176,ACSF3,280267,161610,117248,319576
Q4J6C6;Q4J6C6-4;Q4J6C6-2;Q4J6C6-3,PREPL,12605,5265,3950,8437
Q4KMP7,TBC1D10B,56991,27546,19110,13279
Q4KMQ1;H3BLU1;Q4KMQ1-2;Q4KMQ1-4;Q4KMQ1-3,TPRN,5545,7238,2461,0
Q4KMQ2;Q4KMQ2-3;Q4KMQ2-2,ANO6,20421,4529,10543,16120
Q4L180;Q4L180-2;Q4L180-5;Q4L180-3;Q4L180-7;C9JYJ6;Q4L180-6,FILIP1L,5827,3789,1486,662
Q4LE39-2;Q4LE39;Q4LE39-3;X6RCR8;Q4LE39-4,ARID4B,13563,17006,18085,18731
Q4U2R6,MRPL51,102524,0,126068,28434
Q4V328;Q4V328-4;A0A075B793;A0A087WT45;Q4V328-2;Q4V328-3,GRIPAP1,177595,115064,89304,66382
Q4VC05-2;Q4VC05,BCL7A,78108,45044,96189,205268
Q4VC31;C9JQ41;H7C525,CCDC58,733785,620550,333912,355277
Q4VX76;Q4VX76-2,SYTL3,35912,29620,22096,0
Q4ZIN3;Q4ZIN3-2;U3KPY4,TMEM259,4601,2350,1771,2643
Q504Q3;Q504Q3-3;Q504Q3-2,PAN2,8791,7929,5470,10605
Q52LA3,LIN52,139788,0,0,0
Q52LJ0-2;Q52LJ0,FAM98B,425645,315873,155235,204336
Q52LR7,EPC2,2055,2594,0,0
Q53EL6;Q53EL6-2,PDCD4,666713,733995,311138,444715
Q53EP0;Q53EP0-2,FNDC3B,0,0,0,0
Q53ET0;Q5T4K5,CRTC2,56114,64195,41486,40334
Q53EU6,AGPAT9,0,0,0,0
Q53EZ4;Q53EZ4-2,CEP55,34510,13019,8079,12289
Q53F19;Q53F19-2,C17orf85,51140,9118,4794,18264
Q53F23;P24557;A0A0C4DH47;P24557-3;A0A0A0MSK3;P24557-4;P24557-2,hCG_14925;TBXAS1,285,36,182,1127
Q53F39;A0A0A0MR93;Q53F39-2;Q53F39-3;A0A0C4DH11;K7ES91;K7ELZ7;Q53F39-4,MPPE1,0,0,0,0
Q53FA7;Q53FA7-2,TP53I3,33594,26691,43133,19068
Q53FT3;E9PPG8,C11orf73,454033,215352,102075,113275
Q53FV1;F8VXD5;F8VWV8,ORMDL2,0,0,0,0
Q53FZ2;H3BSM0;Q53FZ2-2,ACSM3,0,5012,0,6701
Q53G44;H7C1K6,IFI44L,4176,0,0,0
Q53GL0;Q53GL0-2;Q5T4P9,PLEKHO1,55369,66702,49583,50585
Q53GQ0,HSD17B12,269266,168580,213569,259363
Q53GS7;Q53GS7-2,GLE1,31489,6316,14147,20019
Q53GS9;Q53GS9-3;A0A087X1B2;Q53GS9-2,USP39,284788,232309,162219,227506
Q53GT1;Q53GT1-3,KLHL22,8186,0,0,0
Q53H12;E9PC15;E9PG39,AGK,351874,206370,196778,283446
Q53H47;Q53H47-3,SETMAR,0,4753,3361,7004
Q53H82,LACTB2,176192,209646,124969,105547
Q53H96;A0A0A0MQS1;Q53H96-2,PYCRL,421490,409651,255484,241420
Q53HC0;Q53HC0-2,CCDC92,4654,0,0,0
Q53HC5,KLHL26,4377,0,0,3463
Q53HL2,CDCA8,34465,28548,21539,32297
Q53HV7,SMUG1,0,2513,2278,2195
Q53QV2;B5MCP4,LBH,0,0,0,0
Q53QZ3,ARHGAP15,212508,124168,201262,164825
Q53R41;Q53R41-2,FASTKD1,8303,3127,2782,4250
Q53RE8,ANKRD39,12371,12110,8409,8022
Q53RT3,ASPRV1,0,0,0,0
Q53S33,BOLA3,113308,50024,65811,88778
Q53S58,TMEM177,3630,0,0,11723
Q53SF7-4;Q53SF7-2;Q53SF7;A0A0D9SG04;Q53SF7-3,COBLL1,141958,95212,77736,31184
Q53T59;F6TR53,HS1BP3,36804,39573,26220,23075
Q53TN4;Q53TN4-3,CYBRD1,4055,0,977,0
Q53TQ3;Q53TQ3-2,INO80D,7954,0,0,541
Q562E7;Q562E7-4,WDR81,24645,27973,23825,40452
Q562F6;Q562F6-2,SGOL2,0,0,0,0
Q562R1,ACTBL2,468061,730661,194767,330559
Q567V2;Q567V2-2,MPV17L2,0,0,0,0
Q56A73;X6R8Y7,SPIN4,19063,5832,8450,0
Q56NI9;Q56NI9-2,ESCO2,8565,3050,3780,6445
Q56P03;G3V2W9;A0A087X060,EAPP,9891,6627,5186,8152
Q56VL3;J3KPI9;Q56VL3-2,OCIAD2,209274,108620,88312,145602
Q587I9,SFT2D3,0,0,0,0
Q58A45;Q58A45-4,PAN3,15916,8889,5874,16257
Q58A45-3;A0A0C4DFZ9;Q58A45-2,PAN3,0,0,0,1812
Q58EX2;Q58EX2-4;Q58EX2-2;Q58EX2-3;H7C2P2,SDK2,0,765,0,0
Q58FF6,HSP90AB4P,333599,321594,177369,172902
Q58FF8,HSP90AB2P,1085209,514088,266110,685264
Q58FG1,HSP90AA4P,4949,0,0,1794
Q58WW2-3;Q58WW2-4,DCAF6,1913,0,0,0
Q96B23;Q5BIX2;A0A087WVF1;K7EQH1,C18orf25;ARKL1,0,0,0,0
Q5BJD5;E9PJ42;Q5BJD5-3;Q5BJD5-2,TMEM41B,54672,20569,10727,7969
Q5BJF2;J3KT68,TMEM97,0,10305,18219,28990
Q5BJF6;Q5BJF6-3;Q5BJF6-2;Q5BJF6-4;Q5BJF6-8;Q5BJF6-5;Q5BJF6-6;Q5BJF6-7;Q5BJF6-9,ODF2,12791,20469,10385,2411
Q5BJH7;Q5BJH7-3;Q5BJH7-6;Q5BJH7-4;Q5BJH7-5;K7ERQ0;K7ERY2,YIF1B,52024,20436,18028,33580
Q5BJH7-2;K7EJQ6,YIF1B,0,0,0,2540
Q5BKT4;Q5I7T1,ALG10;ALG10B,5940,3970,5218,12905
Q5BKU9,OXLD1,18557,23067,0,32766
Q5BKX5;Q5BKX5-3,C19orf54,7552,9037,6034,7283
Q5BKZ1;A0A0A0MRN4;Q5BKZ1-3,ZNF326,115854,88766,44814,83065
Q5C9Z4,NOM1,13336,8962,4384,8244
Q5D1E8,ZC3H12A,0,3753,2105,1400
Q5EBL4-2;Q5EBL4;G8JLD1;Q5EBL4-3,RILPL1,0,0,0,0
Q5EBL8;Q5EBL8-2,PDZD11,0,0,7751,0
Q5EBM0;Q5EBM0-4;Q5EBM0-3;Q5EBM0-2,CMPK2,45815,0,0,1661
Q5EG05;Q5EG05-2;E9PQW1,CARD16,58913,0,41764,0
Q5F1R6;Q5F1R6-3;Q5F1R6-2,DNAJC21,16771,14723,10667,4927
Q5FBB7;Q5FBB7-6;Q5FBB7-3;Q5FBB7-2;Q5FBB7-5;Q5FBB7-4,SGOL1,0,1609,0,0
Q5GLZ8;Q5GLZ8-2;Q5GLZ8-3;Q5GLZ8-6,HERC4,81794,54477,36529,63645
Q5H8A4;Q5H8A4-2;E7EM50;Q5H8A4-4;E7EWV1;D6RFE8;Q5H8A4-3;Q5H8A4-5;Q5H8A4-6,PIGG,0,1050,0,3746
Q5H9E4,SLC25A53,0,0,0,0
Q5H9U9;Q5H9U9-2,DDX60L,1233,716,889,3871
Q5HYI7;Q5HYI7-4;Q5HYI7-5;Q5HYI7-2,MTX3,0,0,5918,0
Q5HYI8;C9JXM3,RABL3,9543,28354,41326,32111
Q5HYK3;B4DP72;F8VVX6,COQ5,136334,91810,68155,67072
Q5I0X7,TTC32,0,0,0,0
Q5J8M3;H0YNK8;Q5J8M3-2;H0YK61;H0YLP8;S4R329;H0YNK0;Q5J8M3-3,EMC4,8069,22383,4176,19403
Q5JPB2,ZNF831,4949,5117,3748,0
Q5JPE7;Q5JPE7-2;P69849;J3KN36;Q5JPE7-3,NOMO2;NOMO3,90018,63559,52279,90802
Q5JPH6;H3BTB7;Q5JPH6-2,EARS2,26880,26674,20683,17364
Q5JPI3;Q5JPI3-2,C3orf38,22900,52193,19481,36311
Q5JPI9;A0A087WVN1;G3V238,METTL10,11261,0,5961,4627
Q5JQS6;E9PLW0;Q5JQS6-2,GCSAML,0,0,0,0
Q5JR01,EEF1A1,0,9186,0,0
Q5JRA6,MIA3,21815,4553,2240,4968
Q5JRX3;Q5JRX3-2;A0A0A0MRX9,PITRM1,232423,128686,114470,162325
Q5JS37;Q5JS37-2,NHLRC3,6077,10676,9405,7848
Q5JS54;Q5JS54-2;D6RB92;Q5JS54-3;D6REN3,PSMG4,56659,20385,0,27486
Q5JSH3;Q5JSH3-2;H7BY83;Q5JSH3-4;Q5JSH3-3,WDR44,100966,96196,40695,68111
Q5JSJ4,DDX26B,0,0,0,973
Q5JSP0;Q5JSP0-2,FGD3,92364,77940,49424,71066
Q5JSP0-3,FGD3,0,0,0,0
Q5JSZ5;Q5JSZ5-5,PRRC2B,1891,813,1486,2771
Q5JTD0;Q5JTD0-2;Q5JTD0-4,TJAP1,8859,4886,4223,4610
Q5JTH9;Q5JTH9-2;Q5JTH9-3,RRP12,164886,130372,89265,167265
Q5JTV8;A0A0A0MSK5,TOR1AIP1,20011,33558,10933,15508
Q5JTV8-3;J3KN66;Q5JTV8-2,TOR1AIP1,213671,173864,178885,242845
Q5JTZ9,AARS2,77812,51665,33619,46009
Q5JU69;Q8N2E6;Q5JU69-2,TOR2A,51755,7345,7905,0
Q5JUQ0,FAM78A,22612,12771,0,0
Q5JUR7;A0A0C4DFW4,TEX30,19419,13104,0,11936
Q92796;Q5JUW8;Q92796-2;Q92796-3,DLG3,1522,10909,0,0
Q5JUX0,SPIN3,0,0,0,0
Q5JVF3;Q5JVF3-3;Q5JVF3-2;Q5JVF3-4,PCID2,118538,97244,58278,57637
Q5JVS0;Q5JVS0-2,HABP4,0,0,9609,0
Q96JJ3;Q5JVZ5;Q96JJ3-3,ELMO2,73383,71075,42177,35191
Q9ULK4;Q5JWT2;Q9ULK4-4;Q9ULK4-5;Q9ULK4-3;Q9ULK4-2,MED23,30593,20912,18875,24991
Q5JXA9;F2Z2Y9;Q5JXA9-3,SIRPB2,15852,4379,0,0
Q5JXC2;Q5JXC2-2,MIIP,0,0,3508,6393
Q9BZJ0;Q5JY65;Q9BZJ0-2;Q9BZJ0-3,CRNKL1,47341,33775,25943,28605
Q969T3;Q5JZH3,SNX21,0,0,0,0
Q5K4L6;X6R3N0;Q5K4L6-2;Q5K4L6-3,SLC27A3,0,0,0,1350
Q5K651;C9JKF1,SAMD9,65596,52662,35875,52355
Q5M775;Q5M775-4;Q5M775-5,SPECC1,0,664,2109,1450
Q5M7Z0,RNFT1,0,0,0,0
Q5M8T2,SLC35D3,0,0,0,0
Q5MIZ7;Q5MIZ7-3;Q5MIZ7-2,SMEK2,18930,7282,3928,8319
Q5MNZ6;I3L4S6,WDR45B,18651,6446,3393,7424
Q5MNZ9;Q5MNZ9-2;G5EA37;K7EK57,WIPI1,0,0,0,0
Q5NDL2;Q5NDL2-3,EOGT,6206,4554,5990,12639
Q5PSV4;Q5PSV4-2;H0YHD0,BRMS1L,7856,0,0,0
Q5QGZ9;Q5QGZ9-4;Q5QGZ9-1,CLEC12A,0,0,0,0
Q5QJ74,TBCEL,8321,0,3962,13708
Q5QJE6;J3KP30,DNTTIP2,114134,72318,55408,63777
Q93079;Q5QNW6;Q5QNW6-2,HIST1H2BH;HIST2H2BF,0,0,0,12786
Q5QPM7;Q92530;Q5QPM9;H0Y555,PSMF1,560020,495021,373462,478518
Q5R372;Q5R372-4;Q5R372-3;Q5R372-2;A0A0C4DG54,RABGAP1L,110234,71625,62856,89180
Q5R372-7;Q5R372-8;Q5R372-6;Q5R372-5;F5H8L0;B7ZAP0,RABGAP1L,0,8758,0,2410
Q5R3I4,TTC38,34934,21194,46540,23864
Q5R3K3;Q5R3K2;Q5R3K3-2,FAM26F,0,0,2662,0
Q5RHP9;Q5RHP9-2,ERICH3,0,0,0,0
Q5RI15;Q5RI15-2,COX20,289195,139867,105760,157358
Q5RI18,HNRNPU,0,0,0,0
Q5RKV6,EXOSC6,183211,105158,101053,119608
Q5S007;E9PC85,LRRK2,6433,678,3584,8518
Q5SGD2;Q5SGD2-3;Q5SGD2-2;Q5SGD2-4,PPM1L,0,0,0,1233
Q5SNT2;H0Y4R5;Q5SNT2-2,TMEM201,4709,3704,5832,12754
Q5SQ08,C8G,0,0,0,0
Q5SQ64;Q5SQ64-2,LY6G6F,0,0,0,0
Q5SQH8-2;Q5SQH8;Q5SQH8-4;Q0P5T2;Q5SQH8-3,C6orf136,0,0,0,2700271
Q5SQI0;Q5SQI0-5;Q5SQI0-4;Q5SQI0-7;Q5SQI0-6;Q5SQI0-3;Q5SQI0-2,ATAT1,0,0,0,0
Q5SQN1;A0A087X0B7;Q5SQN1-2;H7C3C7;U3KPT7;Q5SQN1-4,SNAP47,2293,1940,0,1489
Q5SRE5;Q5SRE5-2,NUP188,68205,56354,34677,48402
Q5SRE7;Q5SRE7-2;G5E9M0;X6RJK6;Q5SRE7-3,PHYHD1,0,0,0,0
Q5SRH9-4;D3DQ30;Q5SRH9-5;Q5SRH9-6;Q5SRH9,TTC39A,9930,9314,0,6619
Q5SRI9,MANEA,7097,0,5585,7456
Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3;B0QZK4;X6RGJ2;Q5SWC8,HP1BP3,958832,1009765,911746,1744903
Q5ST30;Q5ST30-4;A0A0A0MTG1;Q5ST30-3,VARS2,6586,13488,28502,26317
Q5SVS4;Q5SVS4-2;E5RIW6,SLC25A30,0,0,0,0
Q5SVZ6,ZMYM1,0,10323,0,0
Q5SW79;Q5SW79-3;H0Y2V6,CEP170,64785,49582,31399,33827
Q5SW79-2,CEP170,0,0,688,0
Q5SW96,LDLRAP1,225460,164440,90947,0
Q5SWH9,TMEM69,0,0,0,0
Q5SWX8;Q5SWX8-3;Q5SWX8-4;Q5SWX8-2,ODR4,24583,11053,13600,22902
Q5SXM8,DNLZ,15756,14336,13556,0
Q5SY16,NOL9,139636,89097,52571,96724
Q5SZG2;Q8TAK5,GABPB2,9658,7580,7424,6722
Q5SZL2;Q5SZL2-4,CEP85L,1281,4447,2798,1921
Q5T011;Q5T011-5,SZT2,2780,6351,2335,3357
Q5T0B9,ZNF362,0,0,6823,0
Q5T0D9;Q5T0D9-2,TPRG1L,0,0,7725,8189
Q5T0F9-2;Q5T0F9;H7C1U3;H0Y517;Q5T0F9-3,CC2D1B,21793,6478,5681,11108
Q5T0H9,GSN,0,0,0,0
Q5T0I1,GSN,0,0,0,0
Q5T0N1-6;Q5T0N1-7,TTC18,0,0,0,0
Q5T0N5-4;Q5T0N5-3;Q5T0N5;S4R347;A0A075B6Q2,FNBP1L,1968,0,0,0
Q5T0Z6;Q9C010;Q9C010-2,PKIB,0,0,0,0
