uniprot,symbol,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4
Q5T160,RARS2,15113,27259,18938,5778
Q5T1C6;F6XC58;E9PLJ7,THEM4,16881,13620,21358,45800
Q5T1M5;A0A0A0MT60;Q5T1M5-2,FKBP15,131544,106130,61744,64620
Q5T1V6;Q5T1V6-2,DDX59,34246,14816,8804,10955
Q5T200,ZC3H13,28367,14594,8153,7601
Q5T200-2,ZC3H13,0,0,0,0
Q96GR4;Q5T266;X6RBN4;Q5T269;Q96GR4-2;Q96GR4-3,ZDHHC12,0,0,0,0
Q5T280,C9orf114,71567,34479,31222,60559
Q5T2D2,TREML2,0,0,0,0
Q5T2E6,C10orf76,33905,47216,15477,50922
Q9NVV5;Q5T2H3;Q9NVV5-3;Q9NVV5-2;Q5THU2;Q5T2H0;Q5T2H4;A0A0A0MRA1;Q9NVV5-6;Q9NVV5-5;Q9NVV5-4,AIG1,0,0,0,0
Q5T2R2;Q5T2R2-3;Q5T2R2-2;H0YEE6,PDSS1,0,0,0,0
Q5T2T1;S4R337;U5GXS2,MPP7,0,0,3100,8568
Q5T3F8;H3BLW6;Q5T3F8-3;H0YCP6;Q5T3F8-2,TMEM63B,0,0,0,0
Q5T3I0;Q5T3I0-3;A0A0A0MRK1;E9PAV9;F8W895,GPATCH4,29442,10130,6644,6281
Q5T3J3,LRIF1,5608,0,2298,7453
Q5T3U5;Q5T3U5-2,ABCC10,1221,0,591,0
Q5T409;Q9NRI5-2;Q9NRI5;A0A075B6Q7;Q9NRI5-9;Q9NRI5-3;Q9NRI5-8;Q9NRI5-6;C4P093;C4P0B0;C4P0B1;Q9NRI5-7,DISC1,0,0,0,0
Q5T440,IBA57,60747,78449,40505,56846
Q5T447;Q5T447-2,HECTD3,85542,66712,38343,74051
Q5T4S7;Q5T4S7-3;Q5T4S7-4,UBR4,116367,83851,62109,78976
Q5T5C0;Q5T5C0-2;Q5T5C0-3,STXBP5,4736,4289,2563,3880
Q5T5U3;A0A087WW76,ARHGAP21,0,5844,0,0
Q5T5X7,BEND3,2165,0,0,1810
Q5T5Y3;Q5T5Y3-3;Q5T5Y3-2,CAMSAP1,1815,4779,1739,0
Q5T653,MRPL2,110110,49102,44978,84432
Q5T6F0;X6RL26;X6RBJ8,DCAF12,0,0,0,0
Q5T6F2;F5H2U4,UBAP2,66025,24437,5106,15408
Q5T6J7;Q5T6J7-2;Q5T6J7-3;E9PP74,IDNK,329694,179210,158834,10012
Q5T6V5;Q5T6V7,C9orf64,246898,200650,110486,122519
Q5T749,KPRP,54536,722,245,610
Q5T750,XP32,306277,0,0,0
Q5T7V8;Q5T7V8-3;Q5T7V8-4,GORAB,0,2318,44192,0
Q5T7W0;Q5T7W0-2;Q5T7W0-4;B5MDS3;Q5T7W0-3;B1ALC2,ZNF618,0,0,0,0
Q5T8I3;Q5T8I3-2,FAM102B,0,0,0,0
Q5T8P6-2;Q5T8P6,RBM26,7881,7270,5112,7591
Q5T8P6-3;A0A087X0H9;Q5T8P6-5;Q5T8P6-4,RBM26,108005,80210,45135,60227
Q5T8U3,RPL7A,0,0,0,0
Q5T9A4,ATAD3B,8862,5638,1405,22461
Q5T9C2;Q5T9C2-2;Q5T9C2-3,FAM102A,3164,0,0,0
Q5T9L3;Q5T9L3-2;E9PM62;Q5T9L3-3;E9PKJ0;E9PJW4;H0YCG9,WLS,5689,8006,0,4786
Q5TA31,RNF187,0,0,0,0
Q5TA45;Q5TA45-3;Q5TA45-5;Q5TA45-2;Q5TA45-4;C9IYS7;A0A087WYI0;J3QRY6;Q96HV7,CPSF3L,60456,51309,32638,41418
Q5TA50;J3KST3,CPTP,16827,6998,0,8503
Q9H9S4;Q5TAW7;B7ZBJ4,CAB39L,318,0,0,10706
Q5TBA9;A0A0C4DFX2,FRY,0,41,187,0
Q5TBC7,BCL2L15,0,36534,0,12918
Q5TBK1;Q5TBK1-2,N4BP2L1,10932,0,0,1986
Q5TC82;Q5TC82-2;A6NHN2;Q9HBD1-2;Q9HBD1-3,RC3H1;RC3H2,0,0,0,0
Q5TC84,OGFRL1,0,5769,2059,0
Q9H3S1;Q5TCJ5;Q9H3S1-2,SEMA4A,7460,5245,5852,9113
Q5TCZ1;Q5TCZ1-3;H0Y507,SH3PXD2A,7479,0,0,0
Q5TDH0;Q5TDH0-3;Q5TDH0-2,DDI2,252471,167177,140745,163336
Q5TDH4;Q5TDG9,DNAJC16,0,4708,0,2480
Q5TDP6;A0A0A0MTD2;Q5TDP6-2,LGSN,6366,0,0,0
Q5TEC6,HIST2H3PS2,6379351,4987363,3693887,5258476
Q5TEJ8;Q5TEJ8-3;Q5TEJ8-5;H7C124;Q5TEJ8-6,THEMIS2,89367,46391,91899,129429
Q5TEU4;B3KR61;Q5TEU4-2,NDUFAF5,6155,5133,3475,7102
Q5TFE4;Q5TFE4-2,NT5DC1,344157,277083,119547,166497
Q5TFQ8,SIRPB1,0,0,0,0
Q5TGY1;A0A075B6H3;Q5TGY1-2,TMCO4,0,0,1019,2789
Q5TGY3,AHDC1,1203,0,0,493
Q5THJ4;Q5THJ4-2;H3BLS7,VPS13D,24096,34362,4953,19846
Q9H5Z1;Q5THR1;Q9H5Z1-2,DHX35,5746,2300,3031,4706
Q5TZA2;Q5TZA2-2;B1AKD8,CROCC,100021,144146,64411,66979
Q5U3C3;Q9H617;Q5U3C3-2,TMEM164;RP13-360B22.2,0,0,0,0
Q5U5Q3;M9T4I7,MEX3C,0,0,0,0
Q5U5X0;D6R994,LYRM7,254792,233506,148463,220392
Q5U623;Q5U623-2;H3BPC9;F5GY73,ATF7IP2,0,0,0,0
Q5UCC4-2;Q5UCC4;M0R2A0,EMC10,9782,6494,11455,17297
Q5UE93,PIK3R6,4893,929,220,0
Q5UIP0;Q5UIP0-2,RIF1,23118,19707,13466,16319
Q5VIR6-4;Q5VIR6-3;F6VX93,VPS53,34756,35792,20415,27792
Q5VSL9;Q5VSL9-2,STRIP1,25127,40009,22987,34117
Q5VST6;Q5VST6-2,ABHD17B,0,2885,1567,10052
Q5VT06,CEP350,10027,8879,11636,8473
Q5VT52;Q5VT52-3;Q5VT52-2;Q5VT52-5,RPRD2,19915,27005,6088,14229
Q5VT66;Q5VT66-2;H7BYZ9,1-Mar,0,0,0,1611
Q5VTB9;Q5VTB9-3;Q5TDE7;Q5TDE8,RNF220,22687,9056,6083,10201
Q5VTE0,EEF1A1P5,0,0,0,3447
Q5VTE6;Q5VTE6-2,ANGEL2,12244,11557,0,14143
Q5VTL8;A0A0A0MRN0;Q5VTL8-2,PRPF38B,75952,74584,48789,87078
Q5VTQ0;Q5VTQ0-4;Q5VTQ0-2;Q5VTQ0-3;Q5VTQ0-6;Q5VTQ0-5,TTC39B,0,0,0,2026
Q5VTR2,RNF20,91470,58217,37065,40081
Q5VTY9-7;Q5VTY9;Q5VTY9-6;Q5VTY9-5;Q5VTY9-2;Q5VTY9-3;B1AK61,HHAT,0,0,0,0
Q5VUA4,ZNF318,247273,168186,79326,162910
Q5VUG0,SFMBT2,0,0,0,0
Q5VUM1,C6orf57,22709,18142,0,0
Q5VV42;Q5VV42-2,CDKAL1,53681,37311,26756,36359
Q5VVC9,RPL11,0,0,0,0
Q8IWE5;Q5VVD7,PLEKHM2,2887,0,4887,1541
Q5VVJ2,MYSM1,54862,50590,26924,11445
Q5VVQ6;Q5VVQ6-2,YOD1,0,0,0,0
Q5VW32;Q5VW32-2;F5GXQ0,BROX,143291,125867,66849,89439
Q5VW36,FOCAD,3949,10316,6035,9305
Q5VWC4,PSMD4,0,0,0,0
Q5VWC8,PTPLAD2,0,0,0,0
Q5VWG9,TAF3,10471,0,0,3312
Q5VWJ9,SNX30,7232,2858,0,4091
Q5VWN6;Q5VWN6-2,FAM208B,22047,40082,2195,8845
Q5VWX1,KHDRBS2,9610,10042,7027,6070
Q5VWZ2;Q5VWZ2-2,LYPLAL1,276807,281383,187044,254803
Q5VXI4;Q9HCE6;Q9HCE6-3;Q9HCE6-2;Q9HCE6-4;Q9HCE6-5,ARHGEF10L,3081,3577,2296,2214
Q5VY30;P02753;A0A0C4DGV7,RBP4,41529,89225,55402,49051
Q5VY43,PEAR1,0,0,0,0
Q9HBG7;Q5VYH9;Q9HBG7-2;Q9HBG7-3,LY9,28873,22201,8075,28985
Q5VYK3;J3KN16,ECM29;KIAA0368,133284,98521,74185,93388
Q5VYS8;Q5VYS8-6;Q5VYS8-4;X6R3Q3,ZCCHC6,41071,33379,16229,17760
Q5VYV7,SLX4IP,2353,1711,0,0
Q5VYY1,ANKRD22,0,0,0,0
Q5VZ75;Q99731,CCL19,0,0,0,0
Q5VZE5,NAA35,53960,45932,32638,34365
Q5VZI3;Q5VZI3-2;Q5VZI3-3,C9orf91,0,0,0,0
Q5VZK9;Q5VZK9-2,LRRC16A,14475,5875,6256,0
Q5VZL5;Q5VZL5-4;Q5VZL5-2;Q5VZL5-3;H7C1I7,ZMYM4,15207,11414,10902,7693
Q5VZM2-2;Q5VZM0,RRAGB,0,0,0,0
Q5VZU9,TPP2,1700,1230,1198,1946
Q5W0B1,RNF219,5184,10563,2408,2762
Q5W0U4;Q5W0U4-2,BSPRY,0,0,0,0
Q5W0V3;Q5W0V3-2,FAM160B1,23987,19206,24288,21302
Q5W111;Q5W111-2,SPRYD7,3526,7631,1999,3125
Q5XLA6,CARD17,0,0,0,0
Q5XPI4;Q5XPI4-2;C9JS59;C9J266,RNF123,0,0,2258,466
Q5Y7A7,HLA-DRB1,1152338,1141400,817141,0
Q63HM1;Q63HM1-2,AFMID,0,0,0,0
Q63HN8-5,RNF213,0,0,0,0
Q641Q2;Q641Q2-2;E7ESD2;F8W7U3;A0A087WYF6,FAM21A,1665,2510,1677,568
Q643R3,LPCAT4,3192,7035,8115,13578
Q64LD2;G3V2K8;G3V367,WDR25,0,0,0,0
Q658P3-2;Q658P3;Q658P3-3;B8ZZX6;Q658P3-4,STEAP3,0,0,2242,0
Q658Y4;E7ER68,FAM91A1,46629,38049,27247,28557
Q659A1;H0YNU9,ICE2,983,2079,1835,1643
Q66GS9,CEP135,36861,22358,12315,34119
Q66K14;Q66K14-2,TBC1D9B,20498,25200,11238,31634
Q66K64;K7ELE9,DCAF15,1075,2721,2001,0
Q66K74,MAP1S,112742,111127,63393,94511
Q66LE6,PPP2R2D,10990,7313,5168,2811
Q66PJ3,ARL6IP4,84594,35776,44159,21886
Q66PJ3-7;Q66PJ3-2;F8WCT1;F5GYV5;F5H7X4;A0A0C4DH18;Q66PJ3-5,ARL6IP4,0,0,0,0
Q676U5;Q676U5-2;E7EVC7;Q676U5-3;Q676U5-5;Q676U5-4,ATG16L1,20758,15329,18291,3283
Q684P5;Q684P5-3,RAP1GAP2,0,24263,0,0
Q684P5-2,RAP1GAP2,0,0,0,0
Q687X5;C9JS50;Q687X5-2,STEAP4,0,0,0,0
Q68BL7;Q68BL7-2;Q5JTM7,OLFML2A,3680,2711,0,0
Q68CP4;Q68CP4-2,HGSNAT,0,0,0,0
Q68CP9;Q68CP9-3;F8WCU9;F8W108,ARID2,11794,13907,7856,3191
Q68CQ4,DIEXF,23562,32970,11862,27323
Q68CQ7;Q68CQ7-2,GLT8D1,0,0,0,0
Q68CR1;Q68CR1-2;Q68CR1-3,SEL1L3,0,0,0,0
Q68CZ2;Q68CZ2-2;E9PCX8,TNS3,14330,4246,4214,6142
Q68CZ6;Q68CZ6-2,HAUS3,35518,23891,7314,25731
Q68D06;Q68D06-2,SLFN13,12759,8158,4296,13207
Q68D10;Q68D10-2,SPTY2D1,17290,10378,7835,18956
Q68D20,PMS2CL,0,0,0,0
Q68D51;Q68D51-2;Q68D51-3,DENND2C,0,0,0,0
Q68D91;Q68D91-2,MBLAC2,47606,22054,16911,28597
Q68DH5,LMBRD2,0,0,0,3275
Q68DK2;Q68DK2-2,ZFYVE26,4121,617,670,2182
Q68DQ2,CRYBG3,674,20432,12438,0
Q68E01;Q68E01-2;Q68E01-3,INTS3,126221,106980,61446,81650
Q68EM7;Q68EM7-2;Q68EM7-6;Q68EM7-5,ARHGAP17,434756,379523,207173,293666
Q68EM7-3;Q68EM7-7,ARHGAP17,0,0,0,0
Q69YI7,NAIF1,0,0,0,0
Q69YL0,NCBP2-AS2,0,0,0,0
Q69YN2;Q69YN2-3,CWF19L1,184913,127552,99894,117961
Q69YN4;Q69YN4-3;Q69YN4-4,KIAA1429,55031,38173,22646,34783
Q69YQ0;Q69YQ0-2;C9J8U1,SPECC1L,2359,1710,0,3574
Q69YU5;F8VQR3;F8VS87;G3V1W1;F8VXG8,C12orf73,17191,1939,0,1988
Q6AI08;K7EIX2;A0A087WXZ7,HEATR6,3333,1027,1216,3571
Q6AI39,GLTSCR1L,4209,0,0,0
Q6AW86,ZNF324B,0,0,6595,9579
Q6AZZ1,TRIM68,0,0,0,0
Q6B0K9,HBM,0,0,0,0
Q6BCY4;Q6BCY4-2;E9PMI2;E9PIV9;E9PQW2;E9PRM4,CYB5R2,268598,74713,80256,33758
Q6BDS2;H7C1J4,UHRF1BP1,611,6549,725,942
Q6DD87,ZNF787,0,0,0,0
Q6DD88,ATL3,377634,246727,240126,324773
Q6DHV7;Q6DHV7-2;Q6DHV7-3;H3BUD6,ADAL,0,0,0,0
Q6DKI1;R4GMU7,RPL7L1,322684,160264,187501,246538
Q6DKI7,PVRIG,0,0,0,0
Q6DKK2,TTC19,133951,116411,38861,73907
Q6DRA6;Q6DN03,HIST2H2BD;HIST2H2BC,0,0,0,8050
Q6DN12;Q6DN12-2;Q6DN12-3;Q6DN12-4,MCTP2,2366,2521,1382,8120
Q6EEV4-2,POLR2M,1300212,891445,118197,319504
Q6EEV6,SUMO4,12382,69497,0,0
Q6EMK4,VASN,4407,0,0,0
Q6F5E8,RLTPR,80909,49041,48413,74241
Q6F5E8-2,RLTPR,0,0,0,0
Q6FI81;Q6FI81-3;H3BV90;H3BT65;H3BUG4;H3BPG7,CIAPIN1,391878,402143,223971,226269
Q6FIF0;Q6FIF0-2;H3BM82,ZFAND6,27371,13379,0,7529
Q6GMV2,SMYD5,41790,31473,21761,37411
Q6GMV3,PTRHD1,805840,711489,288348,275439
Q6GPH4;Q6GPH4-7,XAF1,0,3588,0,0
Q6GPH6;H7C0T2;Q6GPH6-3;Q6GPH6-2,ITPRIPL1,0,0,0,0
Q6GQQ9;Q6GQQ9-2;Q5SZ59,OTUD7B,9071,1961,2617,5618
Q6GTX8;Q6GTX8-3;Q6GTX8-2;A8MZ84;D3YTC8;Q6GTX8-4,LAIR1,0,6325,13479,0
Q6GYQ0;Q6GYQ0-2;Q6GYQ0-7;Q6GYQ0-5;Q6GYQ0-6;Q6GYQ0-3,RALGAPA1,5121,1774,753,1759
Q6I9Y2;A0A024R341,THOC7;NIF3L1BP1,121260,96445,75109,45430
Q6IA17;Q6IA17-2;C9JFX4,SIGIRR,3040,4720,8863,0
Q6IA69;Q6IA69-2;A0A0B4J216,NADSYN1,35782,17254,7015,11885
Q6IA86;Q6IA86-2;Q6IA86-3;Q6IA86-5;Q6IA86-6;Q6IA86-7;Q6IA86-4,ELP2,97890,99331,59971,53750
Q6IAA8;F5GX19;F5H3Y3,LAMTOR1,759096,578337,386408,564759
Q6IBS0;D6RG15,TWF2,1226184,765917,624194,448292
Q6IBW4;Q6IBW4-2;Q6IBW4-4;A0A0A6YYG7;E5RJN3,NCAPH2,4222,14755,0,2823
Q6IC98,GRAMD4,11449,3684,1686,7831
Q6ICB0,DESI1,17419,0,6211,0
Q6ICG6;Q6ICG6-3;Q6ICG6-2;B0QY16,KIAA0930,0,7785,0,5288
Q6ICH7,ASPHD2,45939,0,0,39344
Q6ICL3;Q6ICL3-4;Q6ICL3-3;C9J695;Q6ICL3-2;A0A0A0MSI5;C9JDT9,TANGO2,27394,21295,21425,3746
Q6IEG0,SNRNP48,0,0,0,0
Q6IN84,MRM1,199604,45096,92493,246255
Q6IN85;Q6IN85-2;G3V5Z3;Q6IN85-4;H0YIY8;Q6IN85-5,SMEK1,96389,80238,43499,73373
Q6IPR3;V9GZ67;Q6IPR3-2,TYW3,11811,6333,4064,9878
Q6IPU0;A0A087WTF1,CENPP,6692,4249,0,3396
Q6IQ19;Q6IQ19-2,CCSAP,0,0,0,0
Q6IQ20,NAPEPLD,0,0,0,0
Q6IQ21;H0YM59,ZNF770,4556,0,0,0
Q6IQ22,RAB12,27724,17205,3969,18795
Q6IQ26;Q6IQ26-2;B4DFB6,DENND5A,422,0,0,359
Q6IQ32,ADNP2,10223,22158,0,0
Q6IQ49;Q6IQ49-2;Q6IQ49-3,SDE2,65445,21164,10755,6658
Q6J4K2;Q6J4K2-2;H0YI75,SLC8B1,0,0,0,0
Q6J9G0,STYK1,0,0,0,0
Q6JBY9;B7ZKW8,RCSD1,1090382,643822,380445,564041
Q6JQN1;Q6JQN1-5;Q6JQN1-2;F8W1I9,ACAD10,15259,11984,0,3586
Q6K0P9;Q6K0P9-2;Q6K0P9-3;Q6K0P9-4,PYHIN1,3006,0,0,46411
Q6KC79,NIPBL,86473,14477,11432,21465
Q6KCM7-3;Q6KCM7-2;Q6KCM7;Q6KCM7-4;Q6KCM7-5;Q6KCM7-6,SLC25A25,11554,0,8535,9276
Q6L8Q7;Q6L8Q7-2;F6T1Q0,PDE12,148610,112893,68248,89030
Q6MZP7;Q6MZP7-2,LIN54,7503,7461,4402,9300
Q6MZP7-3;Q6MZP7-4,LIN54,0,0,0,0
Q6MZQ0;Q6MZQ0-4;Q6MZQ0-3,PRR5L,0,23857,0,0
Q6N043;Q6N043-2;H0YL38,ZNF280D,5369,0,1608,0
Q6N063;Q6N063-2;F5H145;Q6N063-4,OGFOD2,0,0,0,0
Q6N069;Q6N069-3;Q6N069-2;Q6N069-4,NAA16,0,4865,1714,6075
Q6N075;Q6N075-2,MFSD5,655841,0,0,4015
Q6NT16;Q5TBJ2,SLC18B1,0,0,0,0
Q6NT55,CYP4F22,0,0,0,0
Q6NTE8;Q6NTE8-3;E5RJC6;A0A087WZ47;E5RI52,C5orf45,0,0,0,0
Q6NTF9;Q6NTF9-2,RHBDD2,0,26096,24821,22989
Q6NUJ5;Q6NUJ5-2,PWWP2B,19644,11266,12635,0
Q6NUK1;Q6NUK1-2,SLC25A24,480506,358352,251069,655713
Q6NUK4;X6R3X1;Q6NUK4-2,REEP3,0,5316,5513,12386
Q6NUM9;Q6NUM9-2;H7C3J0,RETSAT,3810,22670,5930,15690
Q6NUN9-2;Q6NUN9;Q6NUN9-3,ZNF746,0,0,0,0
Q6NUQ1,RINT1,22210,21000,5823,20381
Q6NUQ4;Q6NUQ4-2,TMEM214,57285,49820,66368,66212
Q6NUT3-2;Q6NUT3-4;Q6NUT3;Q6NUT3-3;K7EJS5,MFSD12,0,0,0,0
Q6NVV7,CDPF1,0,0,0,0
Q6NVY1;A0A087WXI1;Q6NVY1-2;B8ZZZ0,HIBCH,582891,592206,184645,298613
Q6NW34;Q6NW34-2,C3orf17,16218,18733,13873,21543
Q6NWY9-2;Q6NWY9;F8VU11;Q6NWY9-3,PRPF40B,0,0,1354,1323
Q6NXE6;Q6NXE6-2;B4E1N1;F5H4P3,ARMC6,61959,55581,17713,45676
Q6NXR4;E5RIH5,TTI2,48093,15122,9019,22938
Q6NXT4;Q6NXT4-2;Q6NXT4-4;Q6NXT4-3,SLC30A6,11163,11317,5560,11289
Q6NXT6;Q6NXT6-2,TAPT1,6080,18502,7420,12212
Q6NY19;Q6NY19-2,KANK3,0,0,0,0
Q6NYC1;Q6NYC1-3;B2WTI3;B2WTI4;K7EJU9;Q6NYC1-2,JMJD6,29337,23164,12724,11811
Q6NYC8;Q6NYC8-2;Q6NYC8-3,PPP1R18,352438,336457,198156,355491
Q6NZY4;Q6NZY4-2,ZCCHC8,87522,72984,48690,52177
Q6P087;Q6P087-2,RPUSD3,11975,6597,5986,13423
Q6P0N0;G5E9K5,MIS18BP1,0,0,0,0
Q6P158,DHX57,16516,12490,13171,16603
Q6P161,MRPL54,0,11790,0,0
Q6P179;Q6P179-3;D6RGW0,ERAP2,213147,550,197,118385
Q6P1A2;F5H0M4;Q6P1A2-2,LPCAT3,12450,7103,20306,32303
Q6P1J9,CDC73,156190,133872,69520,125045
Q6P1K2;Q6P1K2-4;Q6P1K2-2,PMF1,121036,75156,65636,69776
Q6P1K8,GTF2H2C,64178,50129,25910,52536
Q6P1L5;Q6P1L5-2,FAM117B,6024,4031,2143,3134
Q6P1L8,MRPL14,438332,290114,183426,271498
Q6P1M0,SLC27A4,61722,28895,43715,57222
Q6P1N0;Q6P1N0-2,CC2D1A,45749,34799,27289,31690
Q6P1Q0;Q6P1Q0-7;Q6P1Q0-2;F8VZA2;F8VP71;Q6P1Q0-4;F8W1Z2;F8VVQ3;H0YIV5,LETMD1,8068,4794,5677,9464
Q6P1Q9;Q6P1Q9-2,METTL2B,24179,7927,4055,27994
Q6P1R3;Q6P1R3-3;B4E1M0;E9PPE2,MSANTD2,0,0,0,5770
Q6P1R4;J3QLE4;J3QKP9;J3QQZ0,DUS1L,17030,17957,11289,17247
Q6P1X5,TAF2,8579,8757,6259,10321
Q6P2C8;Q6P2C8-2,MED27,43749,59004,23282,23258
Q6P2E9;Q6P2E9-2,EDC4,183130,129332,81978,123794
Q6P2H3;Q6P2H3-2;Q6P2H3-4;H7BZW2,CEP85,4670,0,4619,0
Q6P2I3,FAHD2B,0,0,0,0
Q6P2P2;Q6P2P2-2,PRMT9,13307,9755,4325,6560
Q6P2Q9,PRPF8,525307,426769,313820,382235
Q6P3S1-5,DENND1B,0,0,1421,0
Q6P3S6,FBXO42,0,0,0,0
Q6P3W7;F8VSC5,SCYL2,31029,17514,15281,25203
Q6P3X3,TTC27,32005,19343,12912,35084
Q6P444,MTFR2,13648,0,0,0
Q6P4A7;Q6P4A7-2,SFXN4,0,11169,0,8667
Q6P4A8,PLBD1,126,150,71,1543
Q6P4E1;Q6P4E1-4;Q6P4E1-2;Q6P4E1-5,CASC4,7736,6401,1922,6629
Q6P4F2;A0A0A0MTS8,FDX1L,51908,60725,34910,28491
Q6P4F7;Q6P4F7-3;H3BR51;Q6P4F7-2,ARHGAP11A,3198,0,0,554
Q6P4I2;H0YMT3,WDR73,13832,8483,6253,11614
Q6P4Q7,CNNM4,4104,0,1400,1829
Q6P4R8;Q6P4R8-3;Q6P4R8-2;E9PQ59,NFRKB,17347,10602,10500,16347
Q6P582,MZT2A,0,7062,3844,3124
Q6P587;Q6P587-2;Q6P587-3,FAHD1,191484,191229,91104,127280
Q6P589,TNFAIP8L2,155463,237044,95072,76152
Q6P6B7;Q6P6B7-2,ANKRD16,0,0,0,0
Q6P6C2;Q6P6C2-1;Q6P6C2-3,ALKBH5,31083,61018,43239,57190
Q6P996;Q6P996-4;Q6P996-5;H3BND4;Q6P996-3;Q86XE2,PDXDC1,64605,46773,41754,25151
Q6P9B6,TLDC1,41231,39351,33477,27760
Q6P9B9,INTS5,19758,35835,21843,35762
Q6P9F5-2;Q6P9F5,TRIM40,0,0,0,0
Q6PCB7;Q6PCB7-2,SLC27A1,0,5092,8366,10680
Q6PCB8;Q6PCB8-2;D6RDX7,EMB,19538,10752,15642,12335
Q6PCD5,RFWD3,0,1192,0,0
Q6PCE3,PGM2L1,35861,36074,26107,31804
Q6PD62,CTR9,75010,39683,25411,34845
Q6PD74;Q6PD74-2,AAGAB,11449,17590,9960,11763
Q6PGN9;Q6PGN9-2;Q5T2Z1;Q6PGN9-4,PSRC1,0,0,0,0
Q6PGP7,TTC37,59300,42996,40285,53508
Q6PH81;Q6PH81-2,C16orf87,31910,9728,0,8626
Q6PHR2;Q6PHR2-3;Q6PHR2-4;Q6PHR2-2,ULK3,6701,5478,2704,16768
Q6PI47;Q6PI47-2,KCTD18,7853,4914,2868,0
Q6PI48,DARS2,234575,172817,108539,215836
Q6PI78,TMEM65,16475,7192,6974,15128
Q6PI98;Q6PI98-4;K7EIY8;Q6PI98-3;K7EQ79;M0R3E2,INO80C,48197,23740,19376,16525
Q6PID6,TTC33,26967,11229,7619,6279
Q6PII3;A0A087WYA9;A0A0B4J1R8,CCDC174,8448,0,0,0
Q6PIJ6,FBXO38,11643,15232,8015,8760
Q6PIU2,NCEH1,41613,29367,37769,79242
Q6PIW4;Q6PIW4-2,FIGNL1,4259,4573,0,0
Q6PIY7;D6RAF2;Q6PIY7-2,PAPD4,13493,18962,4465,6758
Q6PJ61,FBXO46,0,2328,1376,1687
Q6PJ69;H0YGS7,TRIM65,34136,26952,13965,30011
Q6PJF5-2;Q6PJF5,RHBDF2,1262,1848,1677,1145
Q6PJG2;A0A0A0MSU2,ELMSAN1,40737,23692,9027,19379
Q6PJG6,BRAT1,36060,30287,24721,31564
Q6PJI9;Q6PJI9-3;Q6PJI9-4,WDR59,5623,4072,3763,10828
Q6PJT7;Q6PJT7-5;G3V256;Q6PJT7-10;Q6PJT7-4;G3V5I6,ZC3H14,147263,109008,65351,119031
Q6PJT7-9;Q6PJT7-2;Q6PJT7-3;H0YJA2;Q6PJT7-11,ZC3H14,10812,7648,4607,4860
Q6PJW8,CNST,10444,3992,12468,2592
Q6PK04,CCDC137,27421,21985,15502,44090
Q6PK18;Q6PK18-2;K7ENS7;J3QRG1,OGFOD3,0,0,0,0
Q6PK81;Q6PK81-2,ZNF773,0,0,0,0
Q6PKC3;Q6PKC3-2,TXNDC11,2274,2231,1472,0
Q6PKG0;A0A0B4J210,LARP1,155602,140893,108645,118259
Q6PL18;A0A0B4J211,ATAD2,13840,13771,16127,17807
Q6PL24,TMED8,108201,112846,53229,56044
Q6PML9,SLC30A9,25703,10091,17378,19383
Q6Q0C0;Q6Q0C0-2,TRAF7,0,0,0,0
Q6Q788;C9JZZ0,APOA5,0,0,0,0
Q6QNY0;K7EN58,BLOC1S3,95262,112888,39387,178179
Q6QNY1;J3QRU7;Q6QNY1-2,BLOC1S2,214157,420588,97506,171451
Q6R327;Q6R327-3,RICTOR,5437,2265,10236,4661
Q6RFH5;E9PS41,WDR74,180363,93087,85098,127152
Q6RW13,AGTRAP,9764,0,0,0
Q6S8J3,POTEE,13960,3422,5802,3750
Q6SJ93;Q6SJ93-2,FAM111B,60233,39938,10385,36238
Q6SPF0;E9PIW9,SAMD1,19998,24504,16082,13236
Q6SZW1;Q6SZW1-2,SARM1,29678,19492,8610,24232
Q6T4R5;A0A087WWC4;Q6T4R5-4;Q6T4R5-3;Q6T4R5-2;A0A087WU78,NHS,152,0,0,133
Q6U841-3;Q6U841;E7EW28;C9J240;Q6U841-2,SLC4A10,0,0,0,0
Q6UB28,METAP1D,0,0,0,0
Q6UB98;Q6UB98-2,ANKRD12,1261,1332,915,1097
Q6UB99,ANKRD11,0,0,3181,0
Q6ULP2;Q6ULP2-5;Q6ULP2-2;Q6ULP2-4;Q6ULP2-3;B8ZZI9,AFTPH,71162,39531,20477,44954
Q6UN15;Q6UN15-5;Q6UN15-3;Q6UN15-4,FIP1L1,161844,141654,70411,71505
Q6UUV7,CRTC3,13382,22736,13097,11498
Q6UUV9;Q6UUV9-2;M0QX46,CRTC1,0,0,0,2386
Q6UVJ0,SASS6,6812,0,0,0
Q6UW02;E9PHG5;Q6UW02-2;C9J8K7,CYP20A1,50960,39311,35800,98156
Q6UW63,KDELC1,0,0,0,795
Q6UWB1,IL27RA,0,0,0,0
Q6UWD8,C16orf54,0,0,770,720
Q6UWE0;Q6UWE0-2,LRSAM1,65342,38063,36359,46470
Q6UWF3;Q6UWF3-3,SCIMP,0,0,0,0
Q6UWH4-2;Q6UWH4,FAM198B,13596,10881,34705,26818
Q6UWJ1;Q6UWJ1-3;Q6UWJ1-2,TMCO3,260,0,0,0
Q6UWP2;A0A087WZN3;Q6UWP2-2,DHRS11,0,0,0,12252
