Majority protein IDs,Gene names,CopyNumber_T4.naive_01_activated,CopyNumber_T4.naive_02_activated,CopyNumber_T4.naive_03_activated,CopyNumber_T4.naive_04_activated,CopyNumber_T4.naive_01_steady-state,CopyNumber_T4.naive_02_steady-state,CopyNumber_T4.naive_03_steady-state,CopyNumber_T4.naive_04_steady-state
Q05209;Q05209-2;Q05209-3,PTPN12,698,0,69,282,145,433,1374,2581
Q05315,CLC,1630,298,0,52,0,731,61,1642
Q05397;Q05397-5;Q05397-7;H0YBP1;Q05397-2;H0YB16;H0YBZ1;E9PEI4,PTK2,0,0,0,0,0,0,0,0
Q05469,LIPE,6544,4994,6868,40521,4286,4117,13577,3312
Q05513-3;Q05513;Q05513-2,PRKCZ,0,0,0,0,1231,0,1688,0
Q05516;Q05516-2,ZBTB16,0,0,0,9590,0,0,6222,9586
Q05519;Q05519-2;Q5T760;Q5T757,SRSF11,287864,246970,152533,152397,100992,155641,117166,157672
Q05639,EEF1A2,0,0,0,0,0,483,0,0
Q05655;Q05655-2,PRKCD,73598,73838,72338,56746,27582,29107,22209,32741
Q05682;Q05682-6;Q05682-2;Q05682-3;E7EX44,CALD1,148,108,0,7,51,75,72,0
Q05682-4;Q05682-5;C9J813;E9PGZ1,CALD1,0,0,246,69,0,0,0,37
Q05823;Q05823-2,RNASEL,3002,1860,2148,2991,3630,5031,3400,6367
Q05932;Q05932-3;Q05932-2;Q05932-4;Q5JU21;Q5JU20;Q5JU23,FPGS,16910,9498,23123,10483,3909,3067,937,0
Q05940;Q05940-2,SLC18A2,0,0,0,0,0,0,0,0
Q05BQ5;Q05BQ5-3,MBTD1,0,0,0,0,0,140,0,0
Q96SL1;Q05BS2;Q96SL1-2,DIRC2,0,0,0,0,0,0,0,0
Q05D32;Q05D32-2;H0YMH7,CTDSPL2,62723,80441,86755,35741,43369,55378,46137,65822
Q05DH4,FAM160A1,0,0,0,0,0,1550,1289,1614
Q96PN7;Q05GC8;Q96PN7-4;Q96PN7-5;Q96PN7-2;Q96PN7-3,TRERF1;BCAR2,3957,4697,1148,0,1442,2759,1651,2206
Q06033;Q06033-2;A0A087WW43;E7ET33,ITIH3,1707,637,1344,652,0,229,10388,8532
Q06124,PTPN11,150465,150788,137095,76822,70293,81011,57455,107278
Q06136;Q06136-2;K7EQS7;K7ERC8,KDSR,39511,69827,39012,33458,32515,58427,44628,63395
Q06187;Q06187-2;U3NG26;Q5JY90,BTK,123,236,0,40,99,232,561,616
Q06203,PPAT,188800,168592,170675,97116,72408,118120,49496,87011
Q06210;Q06210-2,GFPT1,232682,327198,251857,134097,75956,90069,68569,108709
Q06265;Q06265-2;D6RIY6;D6R905;D6RA17,EXOSC9,98769,75886,69265,59674,42418,40298,42440,46522
Q06323;Q06323-2;Q06323-3,PSME1,5272584,4713610,3837851,3376899,3522673,3338840,2988779,5226433
Q06330;Q06330-5;Q06330-4;Q06330-6;Q06330-7;Q06330-2;D6R927;Q06330-3,RBPJ,98178,141815,115801,72253,38629,41276,37165,43757
Q06413-2;Q06413;Q06413-3;D6RJG6;D6RJA7,MEF2C,0,0,0,0,0,0,0,0
Q06413-5,MEF2C,0,0,0,0,0,0,3414,0
Q06481;Q06481-3;Q06481-6;Q06481-5;Q06481-4;Q06481-2,APLP2,0,0,0,0,0,0,627,0
Q06546,GABPA,96657,75772,64765,73915,71472,64273,47632,74996
Q06547;Q06547-2;F5H7I4,GABPB1,7857,5500,901,711,6696,6557,0,10857
Q06587;Q06587-2,RING1,40966,45286,34879,41634,19782,37966,27914,35735
Q06609;Q06609-4;Q06609-2,RAD51,7333,7015,3574,6843,0,0,0,0
Q06643,LTB,27152,13069,16271,63678,0,0,1768,3949
Q06787-6;Q06787-7;Q06787-4;G8JLE9;R9WNI0,FMR1,44816,29245,34057,29832,27955,24509,24833,33113
Q06828,FMOD,0,0,0,0,0,0,0,0
Q06830;A0A0A0MSI0,PRDX1,16987827,12801505,10368644,6965155,3720714,4257300,3105975,5764665
Q06889;Q06889-2,EGR3,0,0,0,2500,0,0,0,0
Q07000,HLA-C,0,3072,0,6047,0,339,0,1990
Q07011,TNFRSF9,0,0,0,0,0,0,0,0
Q07020;G3V203;J3QQ67;H0YHA7;Q07020-2;F8VYV2,RPL18,4356684,4772982,4285639,4448866,2552433,1925976,2258640,3051512
Q07021;I3L3Q7;I3L3B0,C1QBP,2141655,1435674,1069513,942942,666237,611006,1052443,1211156
Q07065,CKAP4,33888,44940,46242,37970,29512,25881,44768,46498
Q07108;B4E009,CD69,1282,4141,0,0,0,0,0,5499
Q07283,TCHH,6862,2273,2380,2773,1634,0,0,199
Q07325,CXCL9,0,0,0,0,0,0,0,0
Q07352;G3V2D5;G3V2P5,ZFP36L1,21605,11342,4808,3339,1325,5763,78683,0
Q07617,SPAG1,0,2068,0,542,4385,0,1940,0
Q07666;Q07666-2;Q07666-3,KHDRBS1,447124,613281,652551,800329,558651,533618,739553,816583
Q07812-5;Q07812;Q07812-8;Q07812-7;K4JQN1,BAX,492236,444238,359088,236010,212919,227868,208908,252684
Q07817;Q5QP56;Q9H1R6;Q5TE64;Q07817-3;Q07817-2,BCL2L1,39716,25588,22214,16988,6356,0,0,4407
Q07820;A0A087WT64,MCL1,4531,9966,10336,16215,1357,2075,3162,4475
Q07864;F5H1D6,POLE,18159,15564,15534,3220,0,2467,0,0
Q07866-3;Q07866;Q07866-5,KLC1,0,0,0,414,0,0,0,0
Q07866-6;Q07866-4;Q07866-7,KLC1,142970,117613,103307,93684,53396,37608,40875,48613
Q07890;Q07890-2,SOS2,0,1693,742,0,1187,825,1079,5834
Q07954,LRP1,23,557,6,4,5,523,5,2
Q07960;H0YE29;E9PNR6,ARHGAP1,529355,453158,409216,274994,217977,226893,232980,263128
Q08116;Q08116-2,RGS1,12808,7815,0,3874,0,0,0,0
Q08117,AES,18510,14212,38930,7547,16712,31620,38497,59009
Q08170;A0A0D9SEM4,SRSF4,433629,432306,241284,150380,92861,95044,202496,185782
Q08188,TGM3,0,0,0,0,0,1663,0,0
Q08209;Q08209-5;E7ETC2;Q08209-4,PPP3CA,110530,87222,84272,44576,77235,79884,61152,81248
Q08211,DHX9,1215257,1328101,1159014,1005727,854813,876761,862542,969906
Q08257;Q08257-3;A6NP24;C9JH92,CRYZ,165654,264990,166660,302022,248694,260232,159647,429405
Q08334;H7C0Z5;H0Y3Z8,IL10RB,3183,2841,4279,0,0,1967,0,0
Q08378;Q08378-2,GOLGA3,59175,44815,43201,50256,54309,41807,62396,93387
Q08380,LGALS3BP,222411,62791,90513,98573,28627,18850,32941,50711
Q08426;Q08426-2,EHHADH,3758,1067,1158,0,939,5938,18181,1409
Q08477;Q08477-2,CYP4F3,37,0,19,0,31,0,0,21
Q08495;Q08495-4;Q08495-2;Q08495-3,DMTN,432,0,0,0,3866,0,1972,6113
Q08499-6;Q08499-2;Q08499-3;Q08499-10;Q08499-9;Q08499-11;Q08499-4;Q08499-5;Q08499-8;D6RHE0,PDE4D;DPYSL3,8524,3756,1066,2942,1299,1949,2349,1761
Q08554-2;Q08554,DSC1,266,0,423,497,462,2214,501,571
Q08623;E7EVH9;Q08623-3;Q08623-4,HDHD1,155476,97955,101983,18023,91889,96088,108891,161145
Q08722;Q08722-3;Q08722-2;Q08722-4,CD47,89963,105794,76056,186441,341475,113769,489944,440456
Q08752,PPID,523830,604172,440829,244525,69410,105902,61600,100068
Q08881,ITK,19850,4908,30196,34346,21083,15571,20558,28144
Q08945,SSRP1,871228,735479,650568,555271,286001,310372,333996,370187
Q08999;F5H837;Q08999-2,RBL2,19789,23821,24697,2484,22096,14728,7633,17559
Q08AE8;Q08AE8-2,SPIRE1,144,0,0,1511,0,0,0,0
Q08AF3,SLFN5,158089,97720,107319,169916,470750,465506,321896,447572
Q08AG7,MZT1,125851,62804,49093,48152,0,39257,18615,36100
Q08AM6,VAC14,33690,37405,25501,8526,31047,35924,27382,34555
Q08ET2,SIGLEC14,0,0,0,0,0,0,0,0
Q08J23;Q08J23-2;Q08J23-3,NSUN2,279321,333894,238826,217061,162109,166120,127996,218401
Q09028;Q09028-3;Q09028-4;H0YF10,RBBP4,2122166,1323466,1089872,1007316,487434,520396,521568,652077
Q09028-2,RBBP4,0,0,0,1989,0,0,0,0
Q09161,NCBP1,247509,203386,173269,156069,139069,121139,106392,117118
Q09327,MGAT3,0,5165,3799,0,0,0,0,0
Q09328,MGAT5,0,1395,0,2567,120,472,240,0
Q09472,EP300,2686,2179,3915,1533,1545,1306,1381,2800
Q09666,AHNAK,169536,344912,311569,180243,327341,305312,165055,232511
Q09666-2,AHNAK,0,0,0,0,0,0,0,0
Q0GE19;Q0GE19-3;Q0GE19-2;Q0GE19-4,SLC10A7,5913,3390,1437,1488,593,685,0,717
Q0JRZ9;Q0JRZ9-3,FCHO2,375,6360,968,0,3885,1856,3204,2665
Q0PNE2;Q0PNE2-2;C9IYN7;C9J9N8;C9JEX8;C9JLH5;C9JA82;C9J2D6,ELP6,44751,52694,43708,28196,35758,25415,18272,34364
Q0VD83;Q0VD83-4;Q0VD83-3,APOBR,37311,2591,9176,21308,9789,2407,7458,6703
Q0VDF9,HSPA14,168437,131492,107309,66497,21467,26783,21330,32823
Q0VG06;Q0VG06-3;E7EVV8,FAAP100;C17orf70,16983,14212,13779,0,0,7481,0,0
Q0VGL1;A0A087WT92;A0A087WV46;C9JXA7,LAMTOR4,197478,98266,100197,41681,0,58636,0,27365
Q0ZGT2;Q0ZGT2-4;Q0ZGT2-3;H7BXY5,NEXN,0,0,0,179,218,0,1338,0
Q0ZGT2-2;E7EUA0,NEXN,0,0,0,0,0,0,0,0
Q10469,MGAT2,26535,24688,27159,20212,8946,10183,13537,13398
Q10471,GALNT2,53165,74469,71601,36577,11279,7868,16071,8117
Q10472,GALNT1,14078,23977,24597,15206,10822,4853,14348,16607
Q10567;Q10567-2;C9J1E7,AP1B1,559307,500269,460552,303404,197416,212420,180903,263556
Q10567-3;Q10567-4,AP1B1,23510,22891,28913,13960,2264,3233,2176,6883
Q10570,CPSF1,62667,78279,79163,72121,71084,74034,75922,84603
Q10588;A6NC48;Q10588-2;H0Y984,BST1,0,184,132,0,36,101,472,116
Q10589;Q10589-2,BST2,41852,29747,62988,181381,25304,24153,23108,37488
Q10713;Q10713-2,PMPCA,350076,279082,275806,183179,91747,80016,93399,97285
Q11130,FUT7,0,0,0,0,0,0,0,0
Q11201,ST3GAL1,8372,5389,8515,14237,0,2869,0,2116
Q11206;Q11206-7;Q11206-3;Q11206-6;Q11206-5;Q11206-2;Q11206-4;E9PQZ2,ST3GAL4,0,0,0,0,1918,0,2370,0
Q12765;Q12765-2;Q12765-3;C9K052,SCRN1,1705,0,1093,517,832,505,2498,2270
Q12768,KIAA0196,63361,74128,56371,35095,30659,30383,21928,39874
Q12769;G3V198;E9PR16,NUP160,120284,121756,95142,59174,46419,47573,55488,57668
Q12770;Q12770-3,SCAP,0,0,0,401,849,0,3427,1803
Q12774;H0Y895,ARHGEF5,1944,454,377,1173,4142,1965,9578,3612
Q12778,FOXO1,18524,20262,17652,11528,30029,31132,31448,52174
Q12788;J3KNP2,TBL3,128601,133750,142031,100256,75471,83454,94445,95336
Q12789;Q12789-3,GTF3C1,18421,25266,21409,16565,9609,9168,6367,12971
Q12792;Q12792-3;Q12792-4;F8VS81,TWF1,39908,114905,88452,55305,59945,45745,33904,86239
Q12797;Q12797-10,ASPH,844,2597,1201,379,3900,14482,9210,6044
Q12800;Q12800-4;Q12800-3;F8VX55;Q12800-2;F8VWL0,TFCP2,58601,56813,62738,29311,25316,41612,40501,55455
Q12802;Q12802-2;Q12802-4;H0YMW2;A0A087WTD7,AKAP13,14014,14903,14304,12752,24078,23064,18405,31535
Q12805;Q12805-2;Q12805-4;Q12805-3;Q12805-5,EFEMP1,0,0,0,0,0,0,1259,221
Q12824;B5MCL5;C9JTA6,SMARCB1,85777,69548,68498,13287,47532,41486,29350,57696
Q12824-2;G5E975,SMARCB1,10004,0,6853,1419,0,3405,0,0
Q12830;Q12830-4;Q12830-2;E7ETD6;F5GXF5,BPTF,14171,13472,14439,10429,9703,7535,11350,10783
Q12834,CDC20,3315,11634,6763,23535,1115,0,0,0
Q12841;Q12841-2;C9J5G4,FSTL1,0,141842,21496,0,3779,29183,0,3236
Q12846;Q12846-2,STX4,68956,137786,109416,71459,72365,75383,63856,120830
Q12849;F5H5I6;H0Y8R1;H0YAK1;Q12849-5,GRSF1,293352,151754,104173,140826,40727,44023,54186,53815
Q12860;Q12860-2;Q12860-3,CNTN1,7087,0,1665,929,2146,3486,0,0
Q12864;E7EN24,CDH17,0,0,73,0,0,0,0,0
Q12866;E9PHX8;A0A087WZQ5,MERTK,0,0,0,0,0,0,1215,903
Q12872;Q12872-2,SFSWAP,20170,22255,21459,12677,15472,13424,14723,16326
Q12873;Q12873-3;Q12873-2,CHD3,24666,16990,24943,14060,49041,46597,40190,55789
Q12874,SF3A3,728978,576624,487843,394957,212928,246837,229903,358924
Q12882,DPYD,44638,34097,61599,36272,50517,57476,47037,73714
Q12888;Q12888-2;A6NNK5;Q12888-3,TP53BP1,23154,22252,19933,10258,16329,18297,18799,22298
Q12893,TMEM115,0,0,0,1581,1491,1789,2709,2461
Q12894;Q12894-2,IFRD2,5653,7819,6770,5742,8477,12098,7139,14746
Q12899;A2AE48,TRIM26,36015,12830,27939,46519,14645,28060,26837,44355
Q12904;Q12904-2,AIMP1,580651,606734,447893,400746,153575,203569,117546,226194
Q12905;B4DY09,ILF2,1516655,1738579,1642741,1052632,943752,917487,796799,1298494
Q12906;Q12906-5;Q12906-2,ILF3,13655,11003,7988,0,12280,6584,14261,15265
Q12906-7;Q12906-4;Q12906-6,ILF3,1710575,1664476,1515886,1408012,1328445,1396787,1393051,1643404
Q12907;D6RBV2;D6RDX1;D6RIU4,LMAN2,483095,421157,452723,415069,332395,434754,450232,420735
Q12912;Q12912-2;F8W9L6,LRMP,3194,409484,405843,1632333,95034,954729,123456,121891
Q12913;A0A087WTK0;A0A087WVC6,PTPRJ,15091,9936,15885,14417,6487,11846,14929,8739
Q12918,KLRB1,0,0,0,0,0,1067,0,0
Q12929;Q12929-2,EPS8,3385,2771,0,1998,0,0,0,0
Q12931;Q12931-2,TRAP1,707849,672031,550935,346305,93306,125704,132044,116296
Q12933;Q12933-3;Q12933-2;Q12933-4,TRAF2,21714,30101,26418,17819,8291,4043,11354,10535
Q12955,ANK3,295,77,605,1025,13711,23562,11777,13644
Q12959;Q12959-5;Q12959-3;Q12959-2;A0A0C4DFT3;Q12959-6;Q12959-4;Q12959-7;Q12959-8;Q12959-9;E7EQD7,DLG1,20862,13057,23512,5588,6441,9791,12327,11211
Q12962;A0A087WWP5,TAF10,86137,73253,66686,35119,34676,49848,45232,57599
Q12965,MYO1E,17889,21180,18179,4592,7848,925,748,541
Q12968;H3BRS1;I3L3K7;Q12968-3;Q12968-2;H3BR83;Q12968-6,NFATC3,9419,7046,7312,1677,6046,7878,6528,8101
Q12972;Q12972-2,PPP1R8,192447,159975,168090,127038,117991,90587,136773,151171
Q12974;Q12974-4;Q12974-3;E9PMY3;E9PML8;E9PJC0;E9PRR9;Q12974-2,PTP4A2,287278,207013,222852,120428,59451,104866,90734,139162
Q12979;Q12979-4,ABR,0,0,0,0,0,0,0,0
Q12979-2;B7Z683,ABR,30216,37080,31552,7285,31484,27172,12947,30376
Q12980;B7Z6Q0,NPRL3,0,0,4231,5709,2008,4156,4092,2807
Q12981;Q12981-1;Q12981-2;Q12981-3,BNIP1,63088,81260,104386,85488,37312,35845,47116,50157
Q12986;Q12986-2;Q12986-3,NFX1,0,0,1508,822,1443,1144,1119,1692
Q12996,CSTF3,112162,125326,111600,81295,62731,89633,68118,85136
Q13009;Q13009-2,TIAM1,3175,10118,7773,2134,8262,13987,9856,16772
Q13011,ECH1,1126476,957040,818196,553116,597282,552788,754066,849345
Q13015,MLLT11,0,0,0,0,0,1744,3633,2642
Q13029;Q13029-2;Q13029-5;Q13029-3,PRDM2,2712,3692,1948,14966,2321,2294,3748,2343
Q13033,STRN3,0,0,0,0,0,0,0,0
Q13033-2,STRN3,32416,16548,21671,19018,17747,18858,16702,23165
Q13042;Q13042-2;Q13042-4;Q13042-3;Q5T8C6,CDC16,55770,49083,41113,27874,11728,9778,7066,15415
Q13043;F5H5B4;Q13043-2,STK4,632486,515201,503209,323590,541086,593201,490408,746485
Q13045;Q13045-3,FLII,205867,228513,251383,151102,122702,94212,85753,134615
Q13045-2,FLII,4421,5828,9320,2626,3169,3412,2527,4117
Q13049,TRIM32,1249,22239,16255,6730,3684,5554,5319,7748
Q13057;Q13057-2,COASY,88273,52626,63354,55747,43152,59098,42226,71114
Q13064,MKRN3,0,0,0,0,1510,0,1723,0
Q13075;E7EQW0;Q13075-2,NAIP,0,0,0,0,342,183,983,909
Q13077;Q13077-2,TRAF1,158317,204414,159908,82971,12555,23804,9165,27780
Q13084;A2IDC6;Q4TT37;A2IDC7,MRPL28,58345,37286,52234,91085,37769,33246,36759,33211
Q13085,ACACA,12948,24833,18424,4143,580,404,329,1296
Q13093,PLA2G7,0,0,0,0,0,531,1541,0
Q13094;A0A0D9SGG1;E7ESF6,LCP2,598020,471192,468318,311835,195798,196982,166905,241485
Q13098;C9JFE4;Q13098-5;Q13098-7,GPS1,169671,194432,149623,124128,100358,96188,82040,125512
Q13103;C9J6K0,SPP2,829,0,0,5798,0,0,4562,3346
Q13105;Q13105-2,ZBTB17,101,2630,5286,1904,2297,1778,3070,4157
Q13107;Q13107-2;H7C189,USP4,52092,43091,33845,19357,19210,22234,17989,25754
Q13111;Q13111-3;Q13111-2,CHAF1A,14436,23113,24587,17401,0,0,0,143
Q13112,CHAF1B,76020,46973,46663,74027,0,0,0,0
Q13115;Q13115-2,DUSP4,0,2227,2643,0,0,0,0,0
Q13118;Q13118-2,KLF10,2544,0,0,3002,0,0,0,0
Q13123;E7EQZ7;Q9H4P6;D6REL4,IK,118104,130445,92201,102916,83799,80730,104093,128323
Q13127;Q13127-4,REST,0,0,0,0,384,497,0,1886
Q13129,RLF,0,2145,9317,2168,2944,1678,1561,1699
Q13131;Q13131-2,PRKAA1,58867,63581,45310,34245,52417,68436,50386,64720
Q13136;Q13136-2,PPFIA1,1393,7364,8740,7762,3392,4065,2916,4027
Q13137-4;Q13137;Q13137-3;Q13137-5;D6REB0;Q13137-2,CALCOCO2,10563,2158,7214,13303,397,0,0,765
Q13148;B1AKP7;G3V162;A0A087X260;A0A087WYY0;K7EN94;A0A087WX29;K7EJM5;A0A087WXQ5;A0A087WV68;Q13148-4,TARDBP,197003,448123,468172,494436,283586,357847,396574,460871
Q13151,HNRNPA0,1686082,1195522,1310230,1929499,1197506,1308006,1746264,1720919
Q13153;B3KNX7;Q13153-2;E9PM17,PAK1,31696,14253,11918,1031,4036,675,2453,4357
Q13155;A8MU58,AIMP2,300952,373946,269043,159261,66405,87347,83375,112962
Q13158,FADD,267462,259589,226291,85009,103028,119048,91242,208525
Q13162;H7C3T4,PRDX4,673165,474752,441298,166988,68700,88762,77831,96884
Q13163;Q13163-4;Q13163-2;Q13163-3;A0A087WWX7;A6NK28,MAP2K5,0,0,0,0,3023,2907,2398,3669
Q13164;Q13164-3;C9JUK9;Q13164-2,MAPK7,6054,12815,17361,89,3704,5138,1990,4197
Q13177,PAK2,810433,694337,622164,491453,331385,378206,309251,439966
Q13185;S4R2Y4,CBX3,2279323,1812414,1655811,1789325,854741,948517,1120104,1322478
Q13188-2;Q13188;A0A087WZ06,STK3,3526,3003,0,1962,2106,2064,483,0
Q13190;Q13190-2;Q13190-4;Q13190-3,STX5,40590,48086,31583,28293,25525,33642,39263,45465
Q13191;B5MC15;Q13191-2;Q13191-3,CBLB,8051,9367,6749,9225,3245,4237,2085,4255
Q13200;Q13200-3;Q13200-2,PSMD2,751148,775135,663006,419662,239175,283263,208072,333385
Q13201;E7EPG1,MMRN1,1908,862,355,11,60,49,0,482
Q13206;E9PIF2,DDX10,19906,33903,20361,16845,8652,10123,10573,11326
Q13217;X6R9L0,DNAJC3,45792,38853,33701,31585,3962,1711,2495,8053
Q13227;I3L4X7;Q13227-2;I3L3Y9,GPS2,21816,14937,7102,8095,9722,3490,10261,5970
Q13228;Q13228-4;Q13228-3;Q13228-2,SELENBP1,0,0,0,19154,0,0,0,0
Q13231;Q13231-3;Q13231-4;Q13231-2;D6REY1,CHIT1,0,0,56,0,57,163,66,8
Q13232,NME3,72580,81398,35903,50535,82628,137956,83070,131881
Q13233,MAP3K1,0,6376,0,2350,2731,1639,0,2000
Q13239;Q13239-3;Q13239-5;E5RJ69;Q13239-4;Q13239-2,SLA,0,0,0,0,791,0,0,0
Q13242;H0YIB4,SRSF9,762009,450728,524134,403309,280734,332871,444351,445427
Q13243;Q13243-3;B4DJK0;B4DUA4,SRSF5,37484,121762,128957,189101,44605,115556,65884,133888
Q13247;Q13247-3;Q13247-2,SRSF6,304039,282830,225103,162007,141882,174713,175082,137110
Q13257,MAD2L1,321100,196730,273938,64147,0,4149,2514,0
Q13258;Q13258-2,PTGDR,0,0,0,0,0,0,1501,0
Q13263;Q13263-2,TRIM28,1105446,1001645,796269,647072,560998,583579,453212,763640
Q13283,G3BP1,902287,923073,769917,923532,203810,177614,175877,241015
Q13287,NMI,336857,171886,190029,249651,64335,78385,90896,93234
Q13291;Q13291-2;Q13291-3;W0HKK7;Q96QJ2,SLAMF1,21328,30325,25529,27159,7593,1259,11383,11212
Q13303;Q13303-5;Q5TG81,KCNAB2,472000,499039,474646,281663,294136,362260,260525,459564
Q13303-2;Q13303-4;Q13303-3;Q5TG80,KCNAB2,2859,9701,8267,0,0,11897,0,11935
Q13308-6;Q13308;Q13308-4;Q13308-2;Q13308-3;Q13308-5,PTK7,0,0,0,3045,0,0,0,2456
Q13310-3;Q13310;Q13310-2;B1ANR0;H0Y5F5,PABPC4,182354,227691,158223,157870,33939,40299,32986,54498
Q13315,ATM,23527,20470,24350,27947,87653,95685,68408,90860
Q13322-4,GRB10,2348,0,5459,2053,461,1328,1836,0
Q13325;Q13325-2,IFIT5,15863,13891,26454,25119,48738,46133,47520,61700
Q13330;E7ESY4;Q13330-2,MTA1,137416,121646,101403,78844,101060,88132,100271,116801
Q13330-3;H0Y4T7,MTA1,0,0,0,0,0,0,0,757
Q13332-6;Q13332-7;G8JL96;A0A0A0MR60,PTPRS,0,85,1044,614,738,1433,1195,347
Q13342;Q13342-5,SP140,54895,41195,23468,33370,22251,18147,28210,27749
Q13342-3,SP140,0,0,950,0,0,0,0,0
Q13347,EIF3I,1549617,1118246,1040754,801738,320305,320560,321395,464484
Q13349,ITGAD,0,0,0,0,0,0,0,0
Q13352;Q13352-5;Q13352-2,ITGB3BP,0,0,0,0,0,0,0,0
Q13356,PPIL2,45696,42646,42346,47463,44103,48650,43935,55285
Q13362;Q13362-3;Q13362-5;H0YJ75;Q13362-2;Q96B13,PPP2R5C,0,0,1468,0,1572,1053,978,1445
Q13362-4,PPP2R5C,79398,58273,55077,39353,37137,53916,31740,46725
Q13363;D6RAX2,CTBP1,0,0,0,0,0,0,0,0
Q13363-2;E7ESU7;E7EPF8,CTBP1,441369,343951,306750,162169,149255,224080,151926,274772
Q13370;Q13370-2,PDE3B,6106,6323,8962,12629,11555,10983,9688,5629
Q13371;Q13371-2,PDCL,13607,13538,19094,9791,0,5605,0,5364
Q13393;Q13393-2;Q13393-4,PLD1,652,333,0,0,1414,572,0,579
Q13395,TARBP1,6504,9910,5623,1428,4799,3254,1638,2335
Q13404;Q13404-8,UBE2V1,0,0,0,0,0,0,0,0
Q13405;H0YDP7,MRPL49,202984,97129,137348,120914,69869,87617,80893,89035
Q13409-3;Q13409-6;Q13409-7;Q13409-2;Q13409;Q13409-5;E7EQL5,DYNC1I2,104413,96768,83290,69951,52933,48584,40236,72815
Q13415,ORC1,30905,22243,17983,8516,3359,2594,0,4272
Q13416,ORC2,25052,32834,28327,13225,24299,23131,20412,23089
Q13422;Q13422-7;Q13422-3;Q13422-4;Q13422-5;Q13422-8,IKZF1,165028,132772,165785,149037,81376,96026,80114,111257
Q13422-2;A0A087WU46;A0A0A0MST1,IKZF1,22778,16223,20735,17102,13828,17479,16839,17758
Q13423,NNT,308645,245683,306220,264668,395645,292230,373507,463263
Q13425,SNTB2,3625,5978,2461,3616,4124,2832,4118,6726
Q13426;Q13426-2;Q13426-3,XRCC4,55613,74196,37958,51105,11244,34222,26004,25312
Q13427;E9PG73;Q13427-2;C9JM79;C9JN15,PPIG,41630,39353,24258,45434,39353,43526,53021,48879
Q13428-3;Q13428-8;Q13428-5,TCOF1,0,0,1178,0,195,1763,4682,3315
Q13428-4;Q13428;Q13428-2,TCOF1,161996,149741,137025,98866,110173,117580,145119,149743
Q13432;Q13432-2;C9JSK0;K7EN86;K7EJU3,UNC119,42465,28462,16477,4738,0,4908,3257,5939
Q13435;A0A087WZZ5;E9PPJ0,SF3B2,671467,539737,442603,455046,314786,317092,336279,394542
Q13438;Q13438-4;Q13438-5;Q13438-2;Q13438-7;Q13438-6;Q13438-3;B4E321;Q13438-8,OS9;OR7D2,12109,2396,3983,2995,0,1935,1733,1767
Q13439;Q13439-3;Q13439-4;Q13439-5;H0Y6I0,GOLGA4,9840,8663,7915,11601,7570,12034,14787,16015
Q13442,PDAP1,605817,639982,548003,500569,340122,429962,349833,601561
Q13443;A0AVL1;F8WC54;Q13443-2,ADAM9,956,0,3233,1545,0,0,198,0
Q13444;Q13444-8;Q13444-2;Q13444-7;Q13444-6;Q13444-12;Q13444-5;Q13444-4;Q13444-3;Q13444-13;Q13444-11,ADAM15,0,0,0,1024,566,0,0,1009
Q13445;K7EIN4;K7EQ63,TMED1,51072,49955,53564,31476,23084,21099,43096,34773
Q13451,FKBP5,408394,457571,367123,319037,225436,218238,239519,327022
Q13464,ROCK1,69607,68885,62219,44559,52990,51390,43547,59709
Q13469;Q13469-4;Q13469-3;Q13469-2;Q13469-5,NFATC2,110540,82798,84527,55021,56066,66681,63074,103683
Q13472;Q13472-3;Q13472-2,TOP3A,2270,3150,4194,7642,448,1409,1963,2473
Q13478,IL18R1,20394,16161,21926,28473,0,621,0,529
Q13480;Q13480-2;B7Z3B9,GAB1,0,0,0,0,0,0,0,0
Q13488;E9PNA6;E9PM12;Q13488-2,TCIRG1,27972,43242,36046,22848,7873,9299,10490,17521
Q13489,BIRC3,6571,8195,8824,728,3115,1822,2931,4564
Q13492;Q13492-2;Q13492-5;Q13492-3;Q13492-4,PICALM,19534,39772,83502,54673,22320,31199,26955,37190
Q13496;Q13496-2,MTM1,27417,62380,58311,33900,33253,34676,17848,51929
Q13501;Q13501-2;E7EMC7,SQSTM1,73813,45054,25635,41300,10814,6551,13002,13494
Q13505-3;Q13505;A0A0A0MRK6,MTX1,41633,62138,58446,56495,40853,35721,44392,37040
Q13510;Q13510-2;E7EMM4;Q13510-3,ASAH1,24445,8431,30082,17999,35811,45053,26276,70152
Q13523;H0YDJ3,PRPF4B,57906,64739,57011,51829,73276,88947,83641,97896
Q13526;K7EMU7;K7EN45,PIN1,269174,203560,173173,144646,122126,90656,108536,164434
Q13530;Q13530-2;Q5H936,SERINC3,5162,5638,4958,2692,2162,0,2334,3976
Q13535;Q13535-2;Q13535-3,ATR,853,1676,1580,2130,827,0,4131,367
Q13541,EIF4EBP1,0,12366,0,23006,0,3001,0,0
Q13542,EIF4EBP2,31653,79584,113388,115721,106709,118088,118282,136875
Q13546;Q13546-2,RIPK1,47936,40472,41076,29571,32366,37532,31264,45982
Q13547;Q5TEE2,HDAC1,461519,370776,433135,419554,158015,233615,175163,276645
Q5SWX3;Q13555-10;Q13555-3;Q13555-7;Q13555-5,CAMK2G,79882,62738,57199,48501,102425,88661,80167,123635
