uniprot,symbol,naiveB_S1R1,naiveB_S1R2,naiveB_S1R3,naiveB_S1R4
P55263;P55263-3;P55263-2;P55263-4,ADK,3252045,2755916,2455631,1902024
P55265;P55265-4;P55265-5,ADAR,363364,358066,313087,338774
P55268,LAMB2,0,0,0,0
P55273,CDKN2D,8553,0,0,2941
P55285;D6RF86;P55285-2,CDH6,0,0,8213,0
P55290-4;P55290;A0A0A0MTR1;A0A087X0X6;P55290-3;P55290-2;P55290-5,CDH13,0,0,0,0
P55327-4;P55327-2;P55327-6;P55327-3;P55327;P55327-7;P55327-5,TPD52,1222933,1029621,1294982,519136
P55345;P55345-7;P55345-4;P55345-3;H7C2H9;A8MXR3;P55345-6;P55345-2;P55345-5,PRMT2,0,0,0,0
P55347;P55347-2;E7EPN6,PKNOX1,7615,8353,0,0
P55735;A0A0C4DFR6;P55735-2;P55735-3;A8MXL6,SEC13,856138,798062,659404,370328
P55769;B1AHD1,NHP2L1,5873249,5252411,4993554,4164621
P55774,CCL18,0,0,0,0
P55789;H3BRD2;H3BRW3;H3BQQ4;P55789-2,GFER,0,157242,33388,6756
P55795,HNRNPH2,223918,256732,252677,150111
P55809;E9PDW2,OXCT1,1038118,868500,739180,500085
P55851;F5GX45;H0YFR8,UCP2,0,0,5796,0
P55884;P55884-2,EIF3B,1036628,1155994,935275,714599
P55899;M0R0H0;M0R0A9,FCGRT,0,0,0,1309
P55957-2;P55957;P55957-4,BID,2231769,2811498,896999,925526
P56134;P56134-3;C9JU26,ATP5J2,143161,127817,126836,70732
P56181,NDUFV3,40210,60556,31012,13547
P56181-2,NDUFV3,185919,112633,131982,77654
P56182,RRP1,88283,125424,102498,67892
P56192;P56192-2,MARS,695883,672748,510301,432705
P56199,ITGA1,2953,3127,1613,2401
P56202;E9PI30;H0YDT2,CTSW,0,1392,723,346
P56270-2;P56270;P56270-3;I3L2Z5;A0A087WWR2,MAZ,28871,35933,34840,66175
P56277,CMC4,0,0,0,28356
P56278,MTCP1,0,0,0,0
P56279,TCL1A,8243275,7371827,7535804,3226585
P56282;P56282-3;P56282-2,POLE2,12492,12041,5765,9910
P56377;F6SFB5,AP1S2,296435,371193,325350,116568
P56378;P56378-2;A0A0A0MTQ5;G3V556,MP68;C14orf2,15674,271598,13446,346656
P56385,ATP5I,1190291,1093942,1503176,1281215
P56524;P56524-2,HDAC4,10240,20165,11869,14239
P56537;P56537-2,EIF6,1845942,1793345,1203286,1069884
P56545-2;P56545;Q5SQP8,CTBP2,1614,678,1552,492
P56559;P56559-2,ARL4C,0,0,0,0
P56589,PEX3,84717,59375,39407,54136
P56937;P56937-3;P56937-2,HSD17B7,27234,31587,11044,14684
P56962;E9PIC2,STX17,72304,17531,72641,27984
P57057,SLC37A1,0,0,0,0
P57060,RWDD2B,4548,16414,5908,6125
P57071;E7ER26;P57071-3;P57071-2;Q4W8S1;P57071-6,PRDM15;ZNF298,0,74094,35608,0
P57075;P57075-2,UBASH3A,5481,0,0,2858
P57076;H7BZW1;D3DSE6;C9J818;F8VZ95,C21orf59,49721,35191,29327,25403
P57081;P57081-2;P57081-3,WDR4,48105,97214,48782,90673
P57088;D6RAA6,TMEM33,196797,150234,202272,222418
P57678;I3L2C7,GEMIN4,122610,80790,106775,70981
P57682;P57682-2,KLF3,0,0,0,0
P57729,RAB38,0,0,0,0
P57737;P57737-4;P57737-2,CORO7,0,0,0,0
P57740;P57740-2,NUP107,249186,195906,201098,131097
P57772;P57772-2;C9J8T0,EEFSEC,228950,184216,214550,128551
P57775,FBXW4,4139,0,0,0
P58004,SESN2,0,0,3788,7977
P58005;P58005-4,SESN3,10966,22080,11134,11500
P58107,EPPK1,0,0,0,202
P58215;E7END4;B8ZZT6;P58215-3;B9A025,LOXL3,0,0,0,0
P58317;K7EQI1,ZNF121,0,0,0,0
P58335-4;P58335;J3KPY9;P58335-2;P58335-3;A0A0C4DG84,ANTXR2,0,0,0,2391
P58511,SMIM11,0,0,0,0
P58546,MTPN,3418896,1770405,2971015,1367333
P58557;P58557-2,YBEY,24541,7063,12869,15076
P58876,HIST1H2BD,0,0,0,0
P59665,DEFA1,0,0,0,0
P59666,DEFA3,5840,614,0,2463
P59768;G3V3J9;G3V2N0;G3V2C9,GNG2,1779992,1073264,1566241,674103
P59901;P59901-2,LILRA4,0,0,0,0
P60059,SEC61G,196280,101618,77065,137159
P60174;P60174-1;P60174-4,TPI1,23909200,19676976,18064744,12124455
P60228,EIF3E,1225308,1210331,990719,777663
P60468,SEC61B,620317,642629,730837,477634
P60484;P60484-2,PTEN,40454,118701,40618,43763
P60510;H3BTA2;H3BV22,PPP4C,332647,345420,309294,177723
P60520;H3BSM5,GABARAPL2,1154521,1314212,803313,467373
P60568,IL2,0,0,0,0
P60602,ROMO1,81081,158943,104128,90144
P60604;P60604-2,UBE2G2,95958,95166,93621,66879
P60660;F8VPF3;G3V1Y7,MYL6;PDE6H,0,0,0,0
P60660-2;F8VZU9;F8W180,MYL6;PDE6H,105516,102951,99284,17080
P60709,ACTB,123306806,124743536,96087286,54252590
P60842;P60842-2;J3QS69;J3KTB5;J3QL43,EIF4A1,7529576,8113485,6096206,4428534
P60866;P60866-2;G3XAN0,RPS20,6929747,7213936,4021890,6613140
P60891,PRPS1,1534524,1634716,1375588,1108740
P60900;G3V5Z7;G3V295;P60900-2;G3V3I1;P60900-3,PSMA6,3846118,4904440,2782960,2072544
P60903,S100A10,427824,508042,468065,222655
P60953,CDC42,3022586,4096577,3215094,1981949
P60953-1;Q5JYX0,CDC42,11975,16653,9167,0
P60981;P60981-2;F6RFD5,DSTN,799367,956333,319418,190581
P60983;G3V4P8,GMFB,320797,394037,383099,79019
P60985-2;P60985,KRTDAP,0,0,0,0
P61006;P61006-2,RAB8A,777168,1548618,659373,723393
P61009,SPCS3,323751,262343,299205,406607
P61011;P61011-2,SRP54,324230,390033,282819,339349
P61018;P61018-2;M0R0X1;M0R1E0,RAB4B,229565,96012,120655,102561
P61019;P61019-2;E9PKL7,RAB2A,909792,894857,774653,607839
P61020;P61020-2,RAB5B,119568,118750,107905,139967
P61024;Q5T179;Q9BZU3,CKS1B,275876,277200,148802,50003
P61026,RAB10,895168,1005647,828153,1178714
P61073;P61073-2,CXCR4,41401,47978,26947,37954
P61081,UBE2M,1045642,1423376,641259,559126
P61086;D6RDM7;P61086-2;P61086-3,UBE2K,657182,823304,488136,589460
P61088;F8VSD4;F8VV71;F8VQQ8;Q5JXB2,UBE2N;UBE2NL,9668305,6619015,7257361,4723776
P61106;X6RFL8,RAB14,1983618,1721582,1686181,1409533
P61129,ZC3H6,0,0,0,1430
P61158;B4DXW1,ACTR3,12075228,10240219,9711713,3627092
P61160,ACTR2,7242995,8686149,7001298,3070785
P61163;R4GMT0,ACTR1A,820983,768943,600151,433972
P61201;P61201-2;B4DIH5;H0YKU5,COPS2,663508,480465,387033,322479
P61221;D6R9I9,ABCE1,1150244,1370570,798634,894443
P61224;P61224-3;E7ESV4;F5H7Y6;A6NIZ1;F5GX62;P61224-4;B7ZB78;F5H823;F5H004;P61224-2;F5H6R7,RAP1B,3014250,1878151,2542864,1837286
P61225,RAP2B,245200,294991,266077,228621
P61244;P61244-2;Q6V3B1;G3V563;G3V5L1;G3V2R5;P61244-3;P61244-4,MAX,182005,277357,244217,164718
P61247;D6RG13;E9PFI5;H0Y8L7;H0Y9Y4,RPS3A,7408247,6908848,7217556,6827314
P61254;J3QRI7;J3QQQ9;J3QQV1;J3KTJ8;J3QRC4;J3KSS0,RPL26;KRBA2,3798353,4491345,3880221,2704567
P61289;P61289-3;P61289-2;K9J957;K7ENH2;B3KQ25;K7ESG5;A0A087WTV2,PSME3,1185905,1076904,1085727,696270
P61313;E7EQV9,RPL15,6616785,5258246,6283297,3439044
P61326;F5H6P7;P61326-2,MAGOH;MAGOHB,163069,163061,88013,70141
P61353;K7ELC7,RPL27,10091866,6300972,8262151,5991423
P61421;F5GYQ1;R4GN72;J3QL14,ATP6V0D1,79229,134071,92222,59287
P61457,PCBD1,514989,508746,167213,64690
P61513;Q6P4E4;E9PEL3;C9J4Z3;G5E9R3;M0R0A1;M0R2L6,RPL37A,4252780,5754488,3486735,6046261
P61586;C9JX21;C9JNR4,RHOA,4155569,4353453,3215532,3434429
P61599;A8MZB2,NAA20,55727,73672,109956,145800
P61601;E5RGA9;E5RIZ1;E5RHC8;E5RIG4,NCALD,16459,22367,0,0
P61604;B8ZZL8,HSPE1,8278077,5854750,14947900,2506241
P61626,LYZ,0,0,0,106
P61758;B4DWR3,VBP1,483001,663596,362758,349721
P61764-2;P61764,STXBP1,7540,0,9235,0
P61769;H0YL18,B2M,21929808,14905191,12313127,7484504
P61916;J3KMY5;H0YIZ1;G3V3E8;E7EMS2;G3V3D1;G3V2V8;P61916-2,NPC2,188694,71246,222799,39969
P61925,PKIA,0,0,0,0
P61927,RPL37,58346,142968,44249,541333
P61952,GNG11,0,17044,0,19527
P61956;P61956-2,SUMO2,3557471,6335767,2877317,2586695
P61960;H0Y614,UFM1,2567734,2263011,1857664,1481564
P61962;A0A087WWI6,DCAF7,96874,132737,100368,84617
P61964,WDR5,249368,298023,247508,209223
P61966;P61966-2,AP1S1,187947,330610,122513,125541
P61968,LMO4,0,0,0,0
P61970;H3BRV9,NUTF2,2513343,2364946,2523402,1114482
P61978-2;P61978,HNRNPK,11208663,8074649,9594054,4924906
P61978-3;Q5T6W2,HNRNPK,135561,174050,94690,98204
P61981,YWHAG,2559625,2375886,1725459,878276
P62072,TIMM10,389037,275643,408759,217925
P62081;B5MCP9,RPS7,5062210,5949976,5000288,5262421
P62136;E9PMD7;P62136-3,PPP1CA,4470128,4776735,3583755,2141844
P62140;E7ETD8,PPP1CB,487830,726889,650852,475676
P62166,NCS1,0,0,0,0
P62191;P62191-2,PSMC1,1194051,1254066,1004562,803894
P62195;P62195-2;J3QSA9;J3QQM1;J3KRP2;J3QLH6,PSMC5,1310185,1206037,1020468,887942
P62241;Q5JR95,RPS8,10190307,7855195,8935049,8255444
P62244;I3L3P7;I3L246,RPS15A,4524118,6342964,5855685,6045150
P62249;M0R210;A0A087WZ27;M0R3H0;M0R1M5;Q6IPX4,RPS16,13208346,8019294,10346261,12213730
P62253,UBE2G1,261701,492141,157803,181946
P62256;C9JZY6;P62256-2;H7C4M9;C9JZG9;C9J8Q9,UBE2H,78706,128172,88596,49869
P62258;P62258-2;B4DJF2;I3L3T1,YWHAE,13173786,8427417,8427559,3271230
P62263;E5RH77,RPS14,6007363,4900466,4100175,4531051
P62266;D6RD47,RPS23,3033429,5534871,2793665,7854296
P62269,RPS18,9365785,11715084,10133648,9177475
P62273;P62273-2,RPS29,3609229,5072379,1528494,4915832
P62277;J3KMX5,RPS13,5239860,5286524,7029715,5205279
P62280;M0QZC5,RPS11,8242328,10162779,6818128,7827023
P62304;A6NHK2,SNRPE,2406830,1672688,2530533,893912
P62306;A0A0B4J254;F8W0W6,SNRPF,4631949,5642542,3440456,2994609
P62310,LSM3,2208656,3366000,1447194,1766491
P62312,LSM6,4819243,4005026,3212424,2702627
P62314;J3QLI9,SNRPD1,4089494,4684617,2993522,2119554
P62316;P62316-2,SNRPD2,6855291,5041481,5648860,3165468
P62318;P62318-2;H3BT13,SNRPD3,1964920,1463409,857140,791066
P62324;F8W0U7,BTG1,17855,10420,16317,0
P62328,TMSB4X,17521757,13795930,5148682,1611363
P62330,ARF6,949155,680243,673515,453092
P62380;Q7Z6U1;Q7Z6U2;Q7Z6U0,TBPL1,32990,32417,32604,46199
P62424;Q5T8U2,RPL7A,9664864,8319759,7181041,6520538
P62487,POLR2G,372593,434784,327722,300806
P62491;H3BSC1,RAB11A,13559,24652,7533,0
P62495;B7Z7P8;P62495-2;I3L492,ETF1,902697,762024,807430,539457
P62633;P62633-2;P62633-7;P62633-3;P62633-5;P62633-6,CNBP,53207,29569,18869,0
P62633-4;P62633-8,CNBP,1025888,1273214,694521,675023
P62699,YPEL5,63876,40323,87892,32477
P62701,RPS4X,7500169,8271852,7212001,8358332
P62714,PPP2CB,6343,6329,7969,0
P62736,ACTA2,0,0,0,0
P62745,RHOB,0,0,0,36695
P62750,RPL23A,9222790,7937545,6754230,4855567
P62753,RPS6,3393400,3608588,3018441,2420706
P62805,HIST1H4A,59857809,57677954,67113278,85786092
P62807,HIST1H2BC,43181218,55560531,33776787,56363537
P62820;E7END7;P62820-2;P62820-3,RAB1A,2966273,3388715,3031202,2120394
P62826;J3KQE5;F5H018;B5MDF5,RAN,10003512,14375528,11093135,6982473
P62829;J3KT29;C9JD32;J3KTJ3;B9ZVP7,RPL23,8100988,8216164,5686349,7855970
P62834;A0A075B6Q0,RAP1A,249022,394909,263121,209703
P62851,RPS25,7447352,6799077,6115714,5789019
P62854;Q5JNZ5,RPS26;RPS26P11,5106797,3627963,4292661,2614999
P62857,RPS28,4917036,6343613,4621609,3659470
P62861,FAU,4449955,3274539,3813038,3872853
P62873;P62873-2;F6UT28,GNB1,1524072,683773,1210033,718724
P62875,POLR2L,725544,365491,444469,437251
P62877,RBX1,597619,500884,605719,110888
P62879;E7EP32;C9JXA5,GNB2,1863740,1906695,1596861,1650684
P62879-2,GNB2,0,0,0,0
P62888;E5RI99;A0A0C4DH44,RPL30,5422888,6412932,5133511,5837276
P62891;Q59GN2,RPL39;RPL39P5,4614797,6124104,2781467,4374029
P62899;P62899-3;P62899-2;H7C2W9;C9JU56;B7Z4E3;B7Z4C8;B8ZZK4,RPL31,3985683,3694977,3097206,3166879
P62906,RPL10A,5597378,5304603,4360535,4351835
P62913;P62913-2;Q5VVC8,RPL11,4001752,4542990,3244812,2926850
P62917;E9PKZ0;G3V1A1,RPL8,3864207,3649456,4935228,4129243
P62937;F8WE65;C9J5S7,PPIA,52303686,48238208,41531463,17680716
P62937-2,PPIA,19044,24297,13971,0
P62942;Q5W0X3;A0A087WZM5,FKBP1A,5084574,3347365,2728008,2106748
P62979,RPS27A,20766581,19337371,19894068,12189062
P62987;J3QTR3;M0R1V7;F5GZ39,UBA52;RPS27A;UBC,2091,81719,2177,168203
P62993;P62993-2;J3KT38,GRB2,4300685,4962511,3650745,2107754
P62995;P62995-3;H7BXF3,TRA2B,1313358,1137113,910315,623644
P63000;P63000-2;P60763,RAC1;RAC3,869351,766259,511691,421301
P63010;P63010-2;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1,AP2B1,304067,285465,234017,173158
P63010-3,AP2B1,0,0,0,0
P63092;Q5JWF2;P63092-4,GNAS,12865,0,9291,0
Q5JWF2-2;P63092-2,GNAS,8496,2491,5048,2811
P63092-3;A0A0A0MR13,GNAS,416912,465056,366290,391849
P63096;P63096-2,GNAI1,0,1946,0,0
P63104;E7EX29;E7ESK7;B0AZS6,YWHAZ,22466352,13453933,18435422,6516018
P63146;H0YA80;H0Y9V2,UBE2B,0,0,0,13655
P63151;P63151-2,PPP2R2A,447699,427973,443800,281919
P63167,DYNLL1,3586111,3512432,2234480,1555869
P63172;Q5VTU3,DYNLT1,276057,175189,164424,47469
P63173;J3KT73;J3QL01;J3KSP2,RPL38,3550684,1888074,2579885,2265099
P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2;E5RGM3,SKP1,980825,1108362,731690,668034
P63218,GNG5,301291,580423,513908,557189
P63220;Q8WVC2;Q9BYK1,RPS21,8504557,7117620,8527233,2846056
P63241;I3L504;P63241-2;Q6IS14,EIF5A;EIF5AL1,7161432,7233389,6493042,3095655
P63244;J3KPE3;D6RAC2;H0YAF8;H0Y8W2;D6RHH4;D6REE5;H0YAM7;D6R9Z1;D6R9L0;D6RFZ9,GNB2L1,5391620,6611022,4441048,4149444
P63261;I3L3I0;I3L1U9,ACTG1,2765121,792460,1041742,100468
P63272;J3QR04;D3DTZ5;J3QSB9,SUPT4H1,300345,367146,447056,447398
P63279;H3BQQ9;B0QYN7;H3BPC4,UBE2I,4341103,4314266,3668710,4417876
P63313,TMSB10,20183415,19353997,25930012,5169274
P63316,TNNC1,0,0,0,0
P67775;P67775-2,PPP2CA,806721,922582,763941,552246
P67809;C9J5V9,YBX1,2535174,1628386,1992615,863112
P67812;H0YNG3;P67812-4;P67812-3;P67812-2;H0YNX5,SEC11A,263868,230113,358655,312665
P67870;Q5SRQ6;Q5SRQ3;N0E472,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,890536,707303,877184,836263
P67936,TPM4,4682500,3376646,3908535,1122428
P67936-2;K7ENT6,TPM4,0,0,1145,0
P68032;P68133;A6NL76,ACTC1;ACTA1,7652628,5527149,4761195,2840639
P68036-3;P68036;P68036-2,UBE2L3,1979609,2204126,1406257,1334595
P68104;A0A087WVQ9;A0A087WV01,EEF1A1,27690159,33983460,25510889,16289366
P68363;P68363-2,TUBA1B,21416386,21350109,17828762,11809467
P68366,TUBA4A,828994,625217,609772,308352
P68366-2,TUBA4A,0,0,0,0
P68371,TUBB4B,26152168,25745682,18039782,13231890
P68402;P68402-4;P68402-3;P68402-2,PAFAH1B2,854674,804037,662560,494472
P68431,HIST1H3A,478568,327697,643884,15844
P68543;P68543-2,UBXN2A,0,0,0,0
P68871,HBB,1476332,3891987,2458201,956601
P69891,HBG1,0,0,0,0
P69892;E9PBW4,HBG2,0,0,0,0
P69905,HBA1,10342031,8140806,11674008,7074986
P78312-5;P78312;P78312-2;P78312-4;P78312-6;E7EUR8,FAM193A,1535,4048,0,0
P78314;P78314-3;P78314-4;D6RC64;D6RAB4;D6R995;D6RER9;D6RBL6,SH3BP2,0,2978,13328,2378
P78316;E9PFK5;P78316-2,NOP14,83755,81276,98686,66148
P78318,IGBP1,198293,205650,142593,124210
P78324;P78324-2,SIRPA,38147,56291,18625,24306
P78325,ADAM8,9404,3756,1823,19274
P78332;E9PGM9;F8WCA5;P78332-3,RBM6,55968,59239,42980,32598
P78344,EIF4G2,347965,423495,298553,296256
P78344-2,EIF4G2,0,3149,0,849
P78345;Q5VUC3,RPP38,39690,65612,25067,25956
P78346;P78346-2;Q5VU10;Q5VU11,RPP30,150855,144890,142066,212597
P78347;P78347-2;P78347-4;P78347-3,GTF2I,631419,699336,764679,387764
P78356,PIP4K2B,21963,54595,65279,30893
P78357,CNTNAP1,0,0,0,0
P78362;P78362-2,SRPK2,51426,50271,31818,42122
P78368;K7ESB6,CSNK1G2,61538,59226,54567,34913
P78371;P78371-2;F5GWF6;F8VQ14,CCT2,6556109,5701866,4769279,3262582
P78382;P78382-2;Q5W1L7;A0A087WVM1,SLC35A1,0,0,0,5951
P78406;E9PPG9,RAE1,368523,333272,291108,306367
P78410;P78410-3;P78410-2;E9PRR1,BTN3A2,0,0,0,0
P78417;P78417-3;Q5TA02;P78417-2;Q5TA01,GSTO1,1812811,3015510,1818013,1003634
P78527;P78527-2,PRKDC,1112161,1066997,1051234,987213
P78536;P78536-2,ADAM17,2811,4541,5439,3544
P78537;P78537-2;G8JLQ3;A0A087WSV2;F8W036;F8VP73,BLOC1S1,282146,316162,155119,116699
P78540,ARG2,0,0,0,3467
P78543,BTG2,0,3232,0,0
P78549;P78549-3;P78549-2;H3BRL9;H3BPD5,NTHL1,10925,15091,8469,11892
P78556-2;P78556,CCL20,0,0,0,0
P78560,CRADD,0,41214,21570,0
P78562,PHEX,8850,0,4804,0
P78563;P78563-5;P78563-2;P78563-4;P78563-3;P78563-6,ADARB1,16728,4738,37106,23253
P79483,HLA-DRB3,1061369,0,897321,0
P79522;P79522-2,PRR3,0,0,0,0
P80108,GPLD1,0,0,0,497
P80162;D6RF92,CXCL6,0,0,0,0
P80188;X6R8F3,LCN2,65,106,422,13
P80217;P80217-2,IFI35,577021,411432,417392,406783
P80294;P0DM35,MT1H;MT1HL1,0,0,0,0
P80297;P13640;P13640-2;Q8N339,MT1X;MT1G;MT1M,35573,0,0,0
P80511,S100A12,0,101,0,0
P80723;P80723-2,BASP1,4217260,2083629,2616733,274152
P80748,,37041,27750,5566,60108
P81274,GPSM2,0,0,0,0
P81605;P81605-2,DCD,0,9442,0,0
P81877-4;P81877-5;P81877;A0A087X159;P81877-2;P81877-3,SSBP2,2955,0,2247,0
P82094;P82094-2,TMF1,52203,51377,50516,27164
P82663;E7EPW2;P82663-2;P82663-3,MRPS25,278093,219798,305028,288441
P82664,MRPS10,198911,64489,189757,92573
P82673;H0YG82;P82673-2,MRPS35,223588,312062,176837,122483
P82675,MRPS5,184978,136086,134722,140097
P82909,MRPS36,842251,594983,747840,326479
P82912;P82912-2;P82912-3,MRPS11,59463,23464,53094,89464
P82914,MRPS15,23866,57019,17838,0
P82932,MRPS6,218936,163076,291812,212216
P82933,MRPS9,194464,164519,159709,151259
P82970;Q5JSL0;Q5JSK6;Q5JSK8,HMGN5,15225,16951,15811,11527
P82979;F8VZQ9,SARNP,457735,384390,284187,41881
P83110;P83110-2,HTRA3,0,0,0,0
P83111;P83111-2,LACTB,339011,247264,286704,212269
P83436,COG7,33691,52134,22321,33500
P83876;K7ESL1;K7ES07,TXNL4A,299260,147872,244710,67868
P83916;J3KS05;B5MD17;K7ELA4;C9JWS9,CBX1,136480,275193,377484,355859
P84022;P84022-2;P84022-4,SMAD3,21571,14145,42194,36894
P84077,ARF1,4621069,4526206,3794480,1463808
P84085;C9J1Z8,ARF5,665597,558095,653151,488197
P84090;G3V279,ERH,4228602,2994972,2289379,994321
P84095,RHOG,1893336,1870508,1548778,1106363
P84101;P84101-4;F8WBN3;B8ZZY7;F8WBV6;P84101-3;P84101-2,SERF2,213192,296462,162176,50131
P84103-2;P84103;A0A087X2D0,SRSF3,15453379,17763616,7546810,5926465
P84157-2;P84157;P84157-3;Q6ZR64,MXRA7,0,0,0,0
P85037;P85037-2,FOXK1,100097,118251,81195,100906
P86397,RPP14,0,0,0,0
P86791;P86790,CCZ1;CCZ1B,119439,128158,94694,54869
P98066,TNFAIP6,0,0,0,0
P98082;P98082-3;P98082-2,DAB2,1562,19100,0,0
P98170,XIAP,13043,9692,4876,11264
P98171;P98171-2;E7EQN5;E9PCM6;A0A0B4J1X7,ARHGAP4,171576,155584,169134,102602
P98172,EFNB1,0,0,0,0
P98175-2,RBM10,0,0,0,0
P98179,RBM3,3407944,3083779,2595384,1144426
P98187,CYP4F8,0,0,0,0
P98198;P98198-3,ATP8B2,5563,5527,4923,4504
Q00013;Q00013-2;Q00013-3;C9J9J4;A8MTH1,MPP1,77647,129333,37236,42897
Q00059;H7BYN3;Q00059-2,TFAM,548465,499446,638820,622573
Q00169;F5GWE5;I3L4H1;I3L459,PITPNA,680543,440526,479373,337765
Q00266,MAT1A,0,0,0,0
Q00325-2;Q00325;F8VVM2,SLC25A3,1964947,1724269,1654076,2398047
Q00403;B1APE1;B1APE2,GTF2B,249526,236043,232803,131642
Q00534,CDK6,166553,167711,92064,121900
Q00535;Q00535-2,CDK5,46031,107570,47198,51156
Q00536-3;Q00536;Q00536-2;A0A087WZU2;E5RGN0;H0YAZ9,CDK16,6900,6187,5991,0
Q00537;Q00537-2;F5H6Z0,CDK17,35184,76087,46231,33070
Q00577,PURA,132463,225979,135264,163195
Q00613;Q00613-2;E9PMQ6;E9PI02,HSF1,93544,148359,140165,72093
Q00653;A0A087WWG7;Q00653-3,NFKB2,0,0,0,711
Q00653-4,NFKB2,562531,533297,511865,426205
Q00688,FKBP3,1312401,1094214,829470,927761
Q00722;Q00722-2,PLCB2,0,0,0,0
Q00722-3,PLCB2,24249,119062,3583,19132
Q00765,REEP5,258392,400379,294192,406898
Q00796;H0YLA4,SORD,210216,218310,108085,197551
Q00839;Q00839-2,HNRNPU,5523907,4543513,4453729,3166248
Q00978;H0YMB0,IRF9,64236,52965,29810,28997
Q01081;Q01081-4,U2AF1,1515623,1573961,1537967,774054
Q01082;A0A087WUZ3;Q01082-2,SPTBN1,515419,624479,492559,298080
Q01082-3,SPTBN1,1515,2448,1882,0
Q01085;E7ETC0;E7ETJ9,TIAL1,0,0,0,0
Q01085-2,TIAL1,405935,496403,393409,347807
Q01105,SET,9476445,8413249,8631092,2351319
Q01105-2;A0A0C4DFV9;Q01105-3;Q01105-4;P0DME0;A0A087X027,SET;SETSIP,0,1182,0,6125
Q01151;A0A087WX61,CD83,174774,56082,99431,461161
Q01167;A0A087WXM0;Q01167-2,FOXK2,16004,17610,12674,14288
Q01196-11,RUNX1,0,0,0,0
Q01196-8;Q01196;Q01196-9;Q01196-10;Q01196-2;H9KVB1;Q01196-4;A8MZI9;Q01196-3;Q01196-7,RUNX1,45630,99961,135140,105236
Q01201;D6R992,RELB,87471,126047,66255,115395
Q01415;B7ZAX5;Q01415-2,GALK2,44885,59900,41003,23649
Q01432-4;Q01432;Q01432-6;E9PKC5,AMPD3,0,0,0,0
Q01432-5;Q01432-3,AMPD3,35692,79429,45215,44905
Q01433;H0Y360;Q01433-2;Q01433-5;Q01433-3;Q01433-4,AMPD2,82030,68624,56534,65842
Q01459,CTBS,0,0,0,0
Q01469;I6L8B7,FABP5,6703959,5575434,6335953,6623396
Q01518,CAP1,9893990,9782157,9258567,3968037
Q01518-2,CAP1,33162,48600,48383,16694
Q01543,FLI1,92251,117603,115601,85082
Q01543-3;Q01543-2,FLI1,0,0,674,0
Q01581,HMGCS1,610756,710388,577096,279796
Q01628;E9PS44,IFITM3,0,0,21650,0
Q01629;E9PQN9,IFITM2,0,0,0,0
Q01638;E9PC41;Q01638-3;Q01638-2,IL1RL1,0,0,0,0
Q01650,SLC7A5,37457,36051,28626,0
Q01658,DR1,339530,256541,184977,161189
Q01664,TFAP4,6132,24558,18437,9287
Q01780;Q01780-2,EXOSC10,153997,172193,164985,167146
Q01804,OTUD4,16892,7176,20586,14678
Q01813;Q01813-2,PFKP,816717,868064,850110,633030
Q01826;Q01826-2,SATB1,969,4729,1920,10181
Q01831;Q01831-2,XPC,20515,23313,24220,38422
Q01850;H3BU23,CDR2,7557,0,2997,7929
Q01892,SPIB,0,0,0,0
Q01968;Q01968-2,OCRL,3710,0,0,0
Q01970,PLCB3,14860,19301,12127,4591
Q01995;H0YCU9,TAGLN,997,24457,619,21280
Q02040;X6RAJ1;Q02040-2;Q02040-3,AKAP17A,66219,57547,76991,46085
Q02078-4;Q02078-6;Q02078-2;D6RG21;D6RCM6,MEF2A;MEF2C,6793,6362,4901,3626
Q02083-2;Q02083;R4GNC0;B4DVL2,NAAA,5359,0,3264,4633
Q02086;Q02086-2,SP2,26997,8816,8259,8920
Q02108;Q02108-2;J3KPQ8,GUCY1A3,0,1693,0,71
Q02127;I3NI32,DHODH,66862,82560,74991,112430
Q02153;E9PCN2;Q02153-3;Q02153-2;B7Z685;D6RC99,GUCY1B3,2737,0,1630,5841
Q02156,PRKCE,377,1903,0,994
Q02218;E9PCR7;E9PDF2;Q02218-2;A0A0D9SFS3;E9PFG7,OGDH,540265,752281,618485,379398
Q02223;Q02223-2,TNFRSF17,14085,12359,0,0
Q02224-3;Q02224;A0A087X0P0;Q02224-2,CENPE,5170,0,18234,26116
Q02241;H7BYN4;Q02241-2;Q02241-3,KIF23,21993,62152,14485,12416
Q02252;Q02252-2;G3V4Z4,ALDH6A1,397127,417698,324856,255782
Q02318,CYP27A1,0,5593,8407,375
Q02338;E9PCG9,BDH1,84429,82934,124395,160713
Q02383,SEMG2,0,0,0,0
Q02413,DSG1,10552,1004,995,843
Q02446,SP4,4413,2535,8012,2802
Q02487-2;Q02487,DSC2,0,25243,0,40354
Q02539,HIST1H1A,0,7652,11343,51820
Q02543;M0R117;M0R0P7,RPL18A,5187983,5705972,3056295,7832636
Q02548;Q02548-6;Q02548-2;Q02548-7;Q02548-8;E7ERW5;E7EQT0;Q02548-5;Q02548-4;Q02548-11;Q02548-9;Q02548-3;Q02548-10;E7ERK2,PAX5,426793,136310,284103,363318
